Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP130430.1	801401	802924	1	plus	Y-family DNA polymerase			protein-coding			WP_012092589.1	Y-family DNA polymerase	507	QYR01_RS03550
NZ_CP130430.1	802921	806100	1	plus	error-prone DNA polymerase			protein-coding			WP_012092590.1	error-prone DNA polymerase	1059	QYR01_RS03555
NZ_CP130430.1	806165	807139	1	minus	hypothetical protein			protein-coding			WP_012092591.1	hypothetical protein	324	QYR01_RS03560
NZ_CP130430.1	807361	808317	1	plus	ArdC family protein			protein-coding			WP_036749324.1	ArdC family protein	318	QYR01_RS03565
NZ_CP130430.1	808314	808709	1	plus	DUF2958 domain-containing protein			protein-coding			WP_012092593.1	DUF2958 domain-containing protein	131	QYR01_RS03570
NZ_CP130430.1	808833	810983	1	plus	ParB/RepB/Spo0J family partition protein			protein-coding			WP_012092594.1	ParB/RepB/Spo0J family partition protein	716	QYR01_RS03575
NZ_CP130430.1	811082	811558	1	plus	hypothetical protein			protein-coding			WP_012092595.1	hypothetical protein	158	QYR01_RS03580
NZ_CP130430.1	811630	811896	1	plus	DUF6117 family protein			protein-coding			WP_012092596.1	DUF6117 family protein	88	QYR01_RS03585
NZ_CP130430.1	811893	812189	1	plus	hypothetical protein			protein-coding			WP_012092597.1	hypothetical protein	98	QYR01_RS03590
NZ_CP130430.1	812614	812751	1	plus	hypothetical protein			protein-coding			WP_166436082.1	hypothetical protein	45	QYR01_RS03595
NZ_CP130430.1	812734	813174	1	minus	MerR family transcriptional regulator			protein-coding			WP_012092599.1	MerR family transcriptional regulator	146	QYR01_RS03600
NZ_CP130430.1	813260	813685	1	plus	mercuric transporter MerT family protein			protein-coding			WP_012092600.1	mercuric transporter MerT family protein	141	QYR01_RS03605
NZ_CP130430.1	813706	813999	1	plus	heavy-metal-associated domain-containing protein			protein-coding			WP_012092601.1	heavy-metal-associated domain-containing protein	97	QYR01_RS03610
NZ_CP130430.1	814000	814248	1	plus	hypothetical protein			protein-coding			WP_012092602.1	hypothetical protein	82	QYR01_RS03615
NZ_CP130430.1	814245	816482	1	plus	bifunctional organomercurial lyase/mercury(II) reductase MerBA	merBA		protein-coding			WP_012092603.1	bifunctional organomercurial lyase/mercury(II) reductase MerBA	745	QYR01_RS03620
NZ_CP130430.1	816495	816869	1	minus	hypothetical protein			protein-coding			WP_012092604.1	hypothetical protein	124	QYR01_RS03625
NZ_CP130430.1	816866	819010	1	minus	hypothetical protein			protein-coding			WP_015647726.1	hypothetical protein	714	QYR01_RS03630
NZ_CP130430.1	819007	820815	1	minus	hypothetical protein			protein-coding			WP_072492858.1	hypothetical protein	602	QYR01_RS03635
NZ_CP130430.1	820815	822254	1	minus	tyrosine-type recombinase/integrase			protein-coding			WP_064328975.1	tyrosine-type recombinase/integrase	479	QYR01_RS03640
NZ_CP130430.1	822696	823184	1	plus	DUF6878 family protein			protein-coding			WP_012092608.1	DUF6878 family protein	162	QYR01_RS03645
NZ_CP130430.1	823195	823575	1	plus	DUF6915 family protein			protein-coding			WP_012092609.1	DUF6915 family protein	126	QYR01_RS03650
NZ_CP130430.1	823615	823983	1	plus	thermonuclease family protein			protein-coding			WP_012092610.1	thermonuclease family protein	122	QYR01_RS03655
NZ_CP130430.1	824115	824672	1	plus	hypothetical protein			protein-coding			WP_012092611.1	hypothetical protein	185	QYR01_RS03660
NZ_CP130430.1	824739	825155	1	plus	hypothetical protein			protein-coding			WP_012092612.1	hypothetical protein	138	QYR01_RS03665
NZ_CP130430.1	825148	825792	1	plus	hypothetical protein			protein-coding			WP_012092613.1	hypothetical protein	214	QYR01_RS03670
NZ_CP130430.1	825810	826193	1	minus	type II toxin-antitoxin system VapC family toxin			protein-coding			WP_012092614.1	type II toxin-antitoxin system VapC family toxin	127	QYR01_RS03675
NZ_CP130430.1	826190	826447	1	minus	type II toxin-antitoxin system Phd/YefM family antitoxin			protein-coding			WP_028034381.1	type II toxin-antitoxin system Phd/YefM family antitoxin	85	QYR01_RS03680
NZ_CP130430.1	826609	827031	1	plus	antirestriction protein			protein-coding			WP_012092616.1	antirestriction protein	140	QYR01_RS03685
NZ_CP130430.1	827190	831545	1	plus	strawberry notch-like NTP hydrolase domain-containing protein			protein-coding			WP_012092617.1	strawberry notch-like NTP hydrolase domain-containing protein	1451	QYR01_RS03690
NZ_CP130430.1	831545	832588	1	plus	DUF7146 domain-containing protein			protein-coding			WP_036749060.1	DUF7146 domain-containing protein	347	QYR01_RS03695
NZ_CP130430.1	832927	833862	1	plus	DUF2493 domain-containing protein			protein-coding			WP_012092619.1	DUF2493 domain-containing protein	311	QYR01_RS03700
NZ_CP130430.1	834023	834439	1	plus	hypothetical protein			protein-coding			WP_012092620.1	hypothetical protein	138	QYR01_RS03705
NZ_CP130430.1	835143	835544	1	plus	single-stranded DNA-binding protein			protein-coding			WP_012092621.1	single-stranded DNA-binding protein	133	QYR01_RS03710
NZ_CP130430.1	835777	836028	1	plus	helix-turn-helix domain-containing protein			protein-coding			WP_012092622.1	helix-turn-helix domain-containing protein	83	QYR01_RS03715
NZ_CP130430.1	836125	836400	1	plus	DNA -binding domain-containing protein			protein-coding			WP_028034393.1	DNA -binding domain-containing protein	91	QYR01_RS03720
NZ_CP130430.1	836513	836809	1	plus	transcriptional regulator domain-containing protein			protein-coding			WP_012092624.1	transcriptional regulator domain-containing protein	98	QYR01_RS03725
NZ_CP130430.1	836775	837284	1	plus	DUF2285 domain-containing protein			protein-coding			WP_036749067.1	DUF2285 domain-containing protein	169	QYR01_RS03730
NZ_CP130430.1	837424	837705	1	plus	helix-turn-helix transcriptional regulator			protein-coding			WP_012092626.1	helix-turn-helix transcriptional regulator	93	QYR01_RS03735
NZ_CP130430.1	837724	838899	1	plus	replication initiator protein A			protein-coding			WP_302701519.1	replication initiator protein A	391	QYR01_RS03740
NZ_CP130430.1	838896	839549	1	plus	ParA family partition ATPase	parA		protein-coding			WP_012092628.1	ParA family partition ATPase	217	QYR01_RS03745
NZ_CP130430.1	839546	840289	1	plus	DNA-methyltransferase			protein-coding			WP_012092629.1	DNA-methyltransferase	247	QYR01_RS03750
NZ_CP130430.1	840286	840540	1	plus	hypothetical protein			protein-coding			WP_012092630.1	hypothetical protein	84	QYR01_RS03755
NZ_CP130430.1	840537	841022	1	plus	DUF2840 domain-containing protein			protein-coding			WP_012092631.1	DUF2840 domain-containing protein	161	QYR01_RS03760
NZ_CP130430.1	841019	841564	1	plus	S26 family signal peptidase			protein-coding			WP_012092632.1	S26 family signal peptidase	181	QYR01_RS03765
NZ_CP130430.1	841633	841968	1	plus	DUF736 domain-containing protein			protein-coding			WP_012092633.1	DUF736 domain-containing protein	111	QYR01_RS03770
NZ_CP130430.1	841971	842735	1	plus	lytic transglycosylase domain-containing protein			protein-coding			WP_012092634.1	lytic transglycosylase domain-containing protein	254	QYR01_RS03775
NZ_CP130430.1	842979	844718	1	plus	relaxase/mobilization nuclease domain-containing protein			protein-coding			WP_012092635.1	relaxase/mobilization nuclease domain-containing protein	579	QYR01_RS03780
NZ_CP130430.1	844743	846728	1	plus	conjugal transfer protein TraG			protein-coding			WP_012092636.1	conjugal transfer protein TraG	661	QYR01_RS03785
NZ_CP130430.1	846733	847182	1	plus	CopG family transcriptional regulator			protein-coding			WP_012092637.1	CopG family transcriptional regulator	149	QYR01_RS03790
NZ_CP130430.1	847323	847607	1	plus	hypothetical protein			protein-coding			WP_036749074.1	hypothetical protein	94	QYR01_RS03795
NZ_CP130430.1	847600	848175	1	plus	hypothetical protein			protein-coding			WP_028034399.1	hypothetical protein	191	QYR01_RS03800
NZ_CP130430.1	848328	849524	1	minus	MFS transporter			protein-coding			WP_049768451.1	MFS transporter	398	QYR01_RS03805
NZ_CP130430.1	849551	850267	1	minus	arsenical resistance protein ArsH	arsH		protein-coding			WP_012092640.1	arsenical resistance protein ArsH	238	QYR01_RS03810
NZ_CP130430.1	850264	851352	1	minus	ACR3 family arsenite efflux transporter	arsB		protein-coding			WP_012092641.1	ACR3 family arsenite efflux transporter	362	QYR01_RS03815
NZ_CP130430.1	851380	851805	1	minus	arsenate reductase (glutaredoxin)	arsC		protein-coding			WP_012092642.1	arsenate reductase (glutaredoxin)	141	QYR01_RS03820
NZ_CP130430.1	851814	852362	1	minus	arsenate reductase ArsC			protein-coding			WP_012092643.1	arsenate reductase ArsC	182	QYR01_RS03825
NZ_CP130430.1	852355	852714	1	minus	ArsR/SmtB family transcription factor			protein-coding			WP_012092644.1	ArsR/SmtB family transcription factor	119	QYR01_RS03830
NZ_CP130430.1	852761	853258	1	plus	DUF6428 family protein			protein-coding			WP_012092645.1	DUF6428 family protein	165	QYR01_RS03835
NZ_CP130430.1	853364	853828	1	minus	signal peptidase II	lspA		protein-coding			WP_012092646.1	signal peptidase II	154	QYR01_RS03840
NZ_CP130430.1	853854	854597	1	minus	cytochrome c biogenesis CcdA family protein			protein-coding			WP_012092647.1	cytochrome c biogenesis CcdA family protein	247	QYR01_RS03845
NZ_CP130430.1	854597	855217	1	minus	SCO family protein			protein-coding			WP_012092648.1	SCO family protein	206	QYR01_RS03850
NZ_CP130430.1	855214	855717	1	minus	copper chaperone PCu(A)C			protein-coding			WP_012092649.1	copper chaperone PCu(A)C	167	QYR01_RS03855
NZ_CP130430.1	855710	856327	1	minus	cation transporter			protein-coding			WP_012092650.1	cation transporter	205	QYR01_RS03860
NZ_CP130430.1	856394	858526	1	minus	heavy metal translocating P-type ATPase			protein-coding			WP_028034401.1	heavy metal translocating P-type ATPase	710	QYR01_RS03865
NZ_CP130430.1	858593	859009	1	plus	MerR family transcriptional regulator			protein-coding			WP_012092652.1	MerR family transcriptional regulator	138	QYR01_RS03870
NZ_CP130430.1	859017	859952	1	minus	bile acid:sodium symporter family protein			protein-coding			WP_012092653.1	bile acid:sodium symporter family protein	311	QYR01_RS03875
NZ_CP130430.1	859961	860326	1	minus	ArsR/SmtB family transcription factor			protein-coding			WP_012092654.1	ArsR/SmtB family transcription factor	121	QYR01_RS03880
NZ_CP130430.1	860755	861753	1	plus	P-type conjugative transfer ATPase TrbB	trbB		protein-coding			WP_012092655.1	P-type conjugative transfer ATPase TrbB	332	QYR01_RS03885
NZ_CP130430.1	861750	862079	1	plus	TrbC/VirB2 family protein			protein-coding			WP_012092656.1	TrbC/VirB2 family protein	109	QYR01_RS03890
NZ_CP130430.1	862079	862360	1	plus	VirB3 family type IV secretion system protein			protein-coding			WP_012092657.1	VirB3 family type IV secretion system protein	93	QYR01_RS03895
NZ_CP130430.1	862369	864879	1	plus	conjugal transfer protein TrbE	trbE		protein-coding			WP_012092658.1	conjugal transfer protein TrbE	836	QYR01_RS03900
NZ_CP130430.1	864876	865658	1	plus	P-type conjugative transfer protein TrbJ	trbJ		protein-coding			WP_012092659.1	P-type conjugative transfer protein TrbJ	260	QYR01_RS03905
NZ_CP130430.1	865675	865962	1	plus	putative entry exclusion protein TrbK-alt	trbK-alt		protein-coding			WP_012092660.1	putative entry exclusion protein TrbK-alt	95	QYR01_RS03910
NZ_CP130430.1	865966	867324	1	plus	P-type conjugative transfer protein TrbL	trbL		protein-coding			WP_012092661.1	P-type conjugative transfer protein TrbL	452	QYR01_RS03915
NZ_CP130430.1	867321	868010	1	plus	conjugal transfer protein TrbF	trbF		protein-coding			WP_012092662.1	conjugal transfer protein TrbF	229	QYR01_RS03920
NZ_CP130430.1	868007	869035	1	plus	P-type conjugative transfer protein TrbG	trbG		protein-coding			WP_012092663.1	P-type conjugative transfer protein TrbG	342	QYR01_RS03925
NZ_CP130430.1	869032	870159	1	plus	TrbI/VirB10 family protein			protein-coding			WP_012092664.1	TrbI/VirB10 family protein	375	QYR01_RS03930
NZ_CP130430.1	870162	870401	1	plus	DUF2274 domain-containing protein			protein-coding			WP_012092665.1	DUF2274 domain-containing protein	79	QYR01_RS03935
NZ_CP130430.1	870355	871302	1	minus	LysR family transcriptional regulator			protein-coding			WP_012092666.1	LysR family transcriptional regulator	315	QYR01_RS03940
NZ_CP130430.1	871302	871478	1	minus	hypothetical protein			protein-coding			WP_012092667.1	hypothetical protein	58	QYR01_RS03945
NZ_CP130430.1	871692	872006	1	minus	ArsR/SmtB family transcription factor			protein-coding			WP_012092668.1	ArsR/SmtB family transcription factor	104	QYR01_RS03950
NZ_CP130430.1	872003	873049	1	minus	cation diffusion facilitator family transporter			protein-coding			WP_034658511.1	cation diffusion facilitator family transporter	348	QYR01_RS03955
NZ_CP130430.1	873206	874711	1	minus	MFS transporter			protein-coding			WP_012092670.1	MFS transporter	501	QYR01_RS03960
NZ_CP130430.1	875181	875396	1	plus	heavy-metal-associated domain-containing protein			protein-coding			WP_012092671.1	heavy-metal-associated domain-containing protein	71	QYR01_RS03965
NZ_CP130430.1	875478	875966	1	minus	YqaA family protein			protein-coding			WP_231771508.1	YqaA family protein	162	QYR01_RS03970
NZ_CP130430.1	876050	877438	1	minus	CopM family metallochaperone	copM		protein-coding			WP_197465310.1	CopM family metallochaperone	462	QYR01_RS03975
NZ_CP130430.1	877722	878132	1	minus	hypothetical protein			protein-coding			WP_028034404.1	hypothetical protein	136	QYR01_RS03980
NZ_CP130430.1	878311	878799	1	minus	DUF411 domain-containing protein			protein-coding			WP_012092675.1	DUF411 domain-containing protein	162	QYR01_RS03985
NZ_CP130430.1	879100	881487	1	minus	heavy metal translocating P-type ATPase			protein-coding			WP_012092676.1	heavy metal translocating P-type ATPase	795	QYR01_RS03990
NZ_CP130430.1	881593	882564	1	minus	cation diffusion facilitator family transporter			protein-coding			WP_012092677.1	cation diffusion facilitator family transporter	323	QYR01_RS03995
NZ_CP130430.1	882628	884136	1	minus	multicopper oxidase family protein			protein-coding			WP_012092678.1	multicopper oxidase family protein	502	QYR01_RS04000
NZ_CP130430.1	884210	884686	1	minus	hypothetical protein			protein-coding			WP_197057541.1	hypothetical protein	158	QYR01_RS04005
NZ_CP130430.1	884742	885146	1	plus	c-type cytochrome			protein-coding			WP_244471115.1	c-type cytochrome	134	QYR01_RS04010
NZ_CP130430.1	885253	885459	1	minus	hypothetical protein			protein-coding			WP_028034408.1	hypothetical protein	68	QYR01_RS04015
NZ_CP130430.1	885462	885977	1	minus	Cu(I)-responsive transcriptional regulator	cueR		protein-coding			WP_012092680.1	Cu(I)-responsive transcriptional regulator	171	QYR01_RS04020
NZ_CP130430.1	885998	887014	1	minus	2Fe-2S iron-sulfur cluster-binding protein			protein-coding			WP_012092681.1	2Fe-2S iron-sulfur cluster-binding protein	338	QYR01_RS04025
NZ_CP130430.1	887026	887289	1	minus	glutaredoxin family protein			protein-coding			WP_012092682.1	glutaredoxin family protein	87	QYR01_RS04030
NZ_CP130430.1	887342	889900	1	minus	heavy metal translocating P-type ATPase			protein-coding			WP_012092683.1	heavy metal translocating P-type ATPase	852	QYR01_RS04035
NZ_CP130430.1	890060	890254	1	plus	heavy-metal-associated domain-containing protein			protein-coding			WP_012092684.1	heavy-metal-associated domain-containing protein	64	QYR01_RS04040
NZ_CP130430.1	890269	890673	1	plus	CopM family metallochaperone	copM		protein-coding			WP_012092685.1	CopM family metallochaperone	134	QYR01_RS04045
NZ_CP130430.1	890778	890954	1	minus	hypothetical protein			protein-coding			WP_156122387.1	hypothetical protein	58	QYR01_RS04050
NZ_CP130430.1	891133	891408	1	plus	metal-sensitive transcriptional regulator			protein-coding			WP_028034411.1	metal-sensitive transcriptional regulator	91	QYR01_RS04055
NZ_CP130430.1	891427	892194	1	plus	glutaredoxin family protein			protein-coding			WP_012092687.1	glutaredoxin family protein	255	QYR01_RS04060
NZ_CP130430.1	892217	892720	1	plus	DUF305 domain-containing protein			protein-coding			WP_012092688.1	DUF305 domain-containing protein	167	QYR01_RS04065
NZ_CP130430.1	892852	893652	1	minus	TlpA disulfide reductase family protein			protein-coding			WP_064328979.1	TlpA disulfide reductase family protein	266	QYR01_RS04070
NZ_CP130430.1	893654	895504	1	minus	protein-disulfide reductase DsbD	dsbD		protein-coding			WP_012092690.1	protein-disulfide reductase DsbD	616	QYR01_RS04075
NZ_CP130430.1	895504	896112	1	minus	DsbA family protein			protein-coding			WP_037092232.1	DsbA family protein	202	QYR01_RS04080
NZ_CP130430.1	896299	896838	1	minus	thioredoxin family protein			protein-coding			WP_012092692.1	thioredoxin family protein	179	QYR01_RS04085
NZ_CP130430.1	897174	897830	1	plus	L,D-transpeptidase			protein-coding			WP_109707754.1	L,D-transpeptidase	218	QYR01_RS04090
NZ_CP130430.1	897938	899278	1	minus	ATP-binding protein			protein-coding			WP_012092694.1	ATP-binding protein	446	QYR01_RS04095
NZ_CP130430.1	899278	899940	1	minus	response regulator			protein-coding			WP_012092695.1	response regulator	220	QYR01_RS04100
NZ_CP130430.1	900486	900576	1	minus	tRNA-OTHER			tRNA						QYR01_RS04105
NZ_CP130430.1	900942	902249	1	minus	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein			protein-coding			WP_010658466.1	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	435	QYR01_RS04110
NZ_CP130430.1	902246	904111	1	minus	IucA/IucC family protein			protein-coding			WP_010658467.1	IucA/IucC family protein	621	QYR01_RS04115
NZ_CP130430.1	904108	905181	1	minus	GNAT family N-acetyltransferase			protein-coding			WP_010658468.1	GNAT family N-acetyltransferase	357	QYR01_RS04120
NZ_CP130430.1	905186	906676	1	minus	IucA/IucC family protein			protein-coding			WP_226622728.1	IucA/IucC family protein	496	QYR01_RS04125
NZ_CP130430.1	907030	908208	1	plus	MFS transporter			protein-coding			WP_010658470.1	MFS transporter	392	QYR01_RS04130
NZ_CP130430.1	908229	909491	1	minus	MFS transporter			protein-coding			WP_029375913.1	MFS transporter	420	QYR01_RS04135
NZ_CP130430.1	909568	911787	1	minus	TonB-dependent receptor			protein-coding			WP_010658472.1	TonB-dependent receptor	739	QYR01_RS04140
NZ_CP130430.1	912111	913130	1	plus	helix-turn-helix transcriptional regulator			protein-coding			WP_010658473.1	helix-turn-helix transcriptional regulator	339	QYR01_RS04145
NZ_CP130430.1	913220	915283	1	minus	FAD-dependent oxidoreductase			protein-coding			WP_029375914.1	FAD-dependent oxidoreductase	687	QYR01_RS04150
NZ_CP130430.1	915341	916312	1	minus	amino acid ABC transporter permease			protein-coding			WP_010658475.1	amino acid ABC transporter permease	323	QYR01_RS04155
NZ_CP130430.1	916326	917609	1	minus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_010658476.1	NAD(P)/FAD-dependent oxidoreductase	427	QYR01_RS04160
NZ_CP130430.1	917684	918511	1	minus	transporter substrate-binding domain-containing protein			protein-coding			WP_012092708.1	transporter substrate-binding domain-containing protein	275	QYR01_RS04165
NZ_CP130430.1	918722	919108	1	minus	RidA family protein			protein-coding			WP_010658478.1	RidA family protein	128	QYR01_RS04170
NZ_CP130430.1	919354	920817	1	plus	MDR family MFS transporter			protein-coding			WP_010658479.1	MDR family MFS transporter	487	QYR01_RS04175
NZ_CP130430.1	920996	921062	1	minus	tRNA-Ser			tRNA						QYR01_RS04180
NZ_CP130430.1	921239	922513	1	plus	site-specific integrase			protein-coding			WP_036589544.1	site-specific integrase	424	QYR01_RS04185
NZ_CP130430.1	923041	923445	1	minus	winged helix-turn-helix transcriptional regulator			protein-coding			WP_247644295.1	winged helix-turn-helix transcriptional regulator	134	QYR01_RS04190
NZ_CP130430.1	923548	923940	1	plus	MAPEG family protein			protein-coding			WP_036589539.1	MAPEG family protein	130	QYR01_RS04195
NZ_CP130430.1	923980	924309	1	plus	TfoX/Sxy family protein			protein-coding			WP_036589536.1	TfoX/Sxy family protein	109	QYR01_RS04200
NZ_CP130430.1	924365	924940	1	minus	hypothetical protein			protein-coding			WP_051517932.1	hypothetical protein	191	QYR01_RS04205
NZ_CP130430.1	925129	926277	1	plus	cell wall hydrolase			protein-coding			WP_036589535.1	cell wall hydrolase	382	QYR01_RS04210
NZ_CP130430.1	926294	926902	1	plus	methyltransferase family protein			protein-coding			WP_244953829.1	methyltransferase family protein	202	QYR01_RS04215
NZ_CP130430.1	927217	927570	1	plus	zf-TFIIB domain-containing protein			protein-coding			WP_036589533.1	zf-TFIIB domain-containing protein	117	QYR01_RS04220
NZ_CP130430.1	927589	928374	1	plus	DsbA family protein			protein-coding			WP_051517931.1	DsbA family protein	261	QYR01_RS04225
NZ_CP130430.1	928657	929100	1	minus	manganese-binding transcriptional regulator MntR	mntR		protein-coding			WP_036589530.1	manganese-binding transcriptional regulator MntR	147	QYR01_RS04230
NZ_CP130430.1	929285	930571	1	plus	Nramp family divalent metal transporter			protein-coding			WP_036589528.1	Nramp family divalent metal transporter	428	QYR01_RS04235
NZ_CP130430.1	930708	931625	1	plus	cation diffusion facilitator family transporter			protein-coding			WP_036589525.1	cation diffusion facilitator family transporter	305	QYR01_RS04240
NZ_CP130430.1	931656	932396	1	minus	cytochrome c biogenesis CcdA family protein			protein-coding			WP_036589522.1	cytochrome c biogenesis CcdA family protein	246	QYR01_RS04245
NZ_CP130430.1	932516	933235	1	plus	heparan-alpha-glucosaminide N-acetyltransferase			protein-coding			WP_036589520.1	heparan-alpha-glucosaminide N-acetyltransferase	239	QYR01_RS04250
NZ_CP130430.1	933520	934440	1	plus	cation diffusion facilitator family transporter			protein-coding			WP_036589518.1	cation diffusion facilitator family transporter	306	QYR01_RS04255
NZ_CP130430.1	935234	936523	1	plus	sulfite oxidase			protein-coding			WP_080692148.1	sulfite oxidase	429	QYR01_RS04260
NZ_CP130430.1	936535	936897	1	plus	hypothetical protein			protein-coding			WP_155269272.1	hypothetical protein	120	QYR01_RS04265
NZ_CP130430.1	937033	937434	1	minus	CopM family metallochaperone	copM		protein-coding			WP_051517928.1	CopM family metallochaperone	133	QYR01_RS04270
NZ_CP130430.1	937447	937641	1	minus	heavy-metal-associated domain-containing protein			protein-coding			WP_036589513.1	heavy-metal-associated domain-containing protein	64	QYR01_RS04275
NZ_CP130430.1	937800	940544	1	plus	heavy metal translocating P-type ATPase			protein-coding			WP_158194171.1	heavy metal translocating P-type ATPase	914	QYR01_RS04280
NZ_CP130430.1	940604	941053	1	plus	Cu(I)-responsive transcriptional regulator	cueR		protein-coding			WP_158194170.1	Cu(I)-responsive transcriptional regulator	149	QYR01_RS04285
NZ_CP130430.1	941072	941371	1	plus	glutaredoxin			protein-coding			WP_302701558.1	glutaredoxin	99	QYR01_RS04290
NZ_CP130430.1	941514	941789	1	plus	metal-sensitive transcriptional regulator			protein-coding			WP_158196189.1	metal-sensitive transcriptional regulator	91	QYR01_RS04295
NZ_CP130430.1	941808	942569	1	plus	glutaredoxin family protein			protein-coding			WP_302701562.1	glutaredoxin family protein	253	QYR01_RS04300
NZ_CP130430.1	942589	943116	1	plus	DUF305 domain-containing protein			protein-coding			WP_199270310.1	DUF305 domain-containing protein	175	QYR01_RS04305
NZ_CP130430.1	943113	943551	1	minus	uncharacterized gene			pseudogene						QYR01_RS04310
NZ_CP130430.1	943557	944867	1	minus	MFS transporter			protein-coding			WP_158194167.1	MFS transporter	436	QYR01_RS04315
NZ_CP130430.1	944878	945159	1	minus	metal-sensing transcriptional repressor			protein-coding			WP_158194166.1	metal-sensing transcriptional repressor	93	QYR01_RS04320
NZ_CP130430.1	945311	946090	1	minus	acetoin reductase			protein-coding			WP_158194165.1	acetoin reductase	259	QYR01_RS04325
NZ_CP130430.1	946441	946746	1	minus	ArsR/SmtB family transcription factor			protein-coding			WP_199270309.1	ArsR/SmtB family transcription factor	101	QYR01_RS04330
NZ_CP130430.1	946803	947792	1	minus	cation diffusion facilitator family transporter			protein-coding			WP_158194163.1	cation diffusion facilitator family transporter	329	QYR01_RS04335
NZ_CP130430.1	948337	950715	1	plus	heavy metal translocating P-type ATPase			protein-coding			WP_158194162.1	heavy metal translocating P-type ATPase	792	QYR01_RS04340
NZ_CP130430.1	950782	952437	1	minus	acetolactate synthase large subunit			protein-coding			WP_158194161.1	acetolactate synthase large subunit	551	QYR01_RS04345
NZ_CP130430.1	952482	952868	1	minus	MerR family transcriptional regulator			protein-coding			WP_158194160.1	MerR family transcriptional regulator	128	QYR01_RS04350
NZ_CP130430.1	952965	955724	1	minus	heavy metal translocating P-type ATPase			protein-coding			WP_302701570.1	heavy metal translocating P-type ATPase	919	QYR01_RS04355
NZ_CP130430.1	955877	956272	1	minus	ArsR/SmtB family transcription factor			protein-coding			WP_158194158.1	ArsR/SmtB family transcription factor	131	QYR01_RS04360
NZ_CP130430.1	956421	956801	1	minus	fluoride efflux transporter CrcB	crcB		protein-coding			WP_158194157.1	fluoride efflux transporter CrcB	126	QYR01_RS04365
NZ_CP130430.1	957141	957419	1	plus	glutaredoxin family protein			protein-coding			WP_425329539.1	glutaredoxin family protein	92	QYR01_RS04370
NZ_CP130430.1	957430	958473	1	plus	2Fe-2S iron-sulfur cluster-binding protein			protein-coding			WP_158194156.1	2Fe-2S iron-sulfur cluster-binding protein	347	QYR01_RS04375
NZ_CP130430.1	958631	959982	1	minus	IS3 family transposase			protein-coding			WP_158194155.1	IS3 family transposase	450	QYR01_RS04380
NZ_CP130430.1	960256	960972	1	plus	heparan-alpha-glucosaminide N-acetyltransferase			protein-coding			WP_244953680.1	heparan-alpha-glucosaminide N-acetyltransferase	238	QYR01_RS04385
NZ_CP130430.1	961063	961161	1	minus	cytochrome bd-I oxidase subunit CydX	cydX		protein-coding			WP_009452654.1	cytochrome bd-I oxidase subunit CydX	32	QYR01_RS04390
NZ_CP130430.1	961238	962395	1	minus	cytochrome d ubiquinol oxidase subunit II	cydB		protein-coding			WP_158194154.1	cytochrome d ubiquinol oxidase subunit II	385	QYR01_RS04395
NZ_CP130430.1	962401	963978	1	minus	cytochrome ubiquinol oxidase subunit I			protein-coding			WP_036589023.1	cytochrome ubiquinol oxidase subunit I	525	QYR01_RS04400
NZ_CP130430.1	964001	965710	1	minus	thiol reductant ABC exporter subunit CydC	cydC		protein-coding			WP_036589026.1	thiol reductant ABC exporter subunit CydC	569	QYR01_RS04405
NZ_CP130430.1	965707	967464	1	minus	thiol reductant ABC exporter subunit CydD	cydD		protein-coding			WP_036589029.1	thiol reductant ABC exporter subunit CydD	585	QYR01_RS04410
NZ_CP130430.1	967464	968033	1	minus	GbsR/MarR family transcriptional regulator			protein-coding			WP_302701581.1	GbsR/MarR family transcriptional regulator	189	QYR01_RS04415
NZ_CP130430.1	968265	969320	1	minus	flavin-containing monooxygenase			protein-coding			WP_302701583.1	flavin-containing monooxygenase	351	QYR01_RS04420
NZ_CP130430.1	969320	969895	1	minus	L,D-transpeptidase			protein-coding			WP_009452647.1	L,D-transpeptidase	191	QYR01_RS04425
NZ_CP130430.1	969879	970685	1	minus	foldase protein PrsA			protein-coding			WP_302701586.1	foldase protein PrsA	268	QYR01_RS04430
NZ_CP130430.1	970758	971390	1	minus	DsbA family protein			protein-coding			WP_036589035.1	DsbA family protein	210	QYR01_RS04435
NZ_CP130430.1	971465	972151	1	minus	L,D-transpeptidase			protein-coding			WP_036589038.1	L,D-transpeptidase	228	QYR01_RS04440
NZ_CP130430.1	972637	973644	1	minus	L,D-transpeptidase family protein			protein-coding			WP_036589040.1	L,D-transpeptidase family protein	335	QYR01_RS04445
NZ_CP130430.1	974235	974885	1	minus	transglutaminase-like cysteine peptidase			protein-coding			WP_036589042.1	transglutaminase-like cysteine peptidase	216	QYR01_RS04450
NZ_CP130430.1	975037	975438	1	minus	copper chaperone PCu(A)C			protein-coding			WP_036589045.1	copper chaperone PCu(A)C	133	QYR01_RS04455
NZ_CP130430.1	975694	976107	1	plus	MerR family transcriptional regulator			protein-coding			WP_036589046.1	MerR family transcriptional regulator	137	QYR01_RS04460
