Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP130429.1	576616	577758		minus	sensor histidine kinase			protein-coding			WP_017829304.1	sensor histidine kinase	380	QYR02_RS02930
NZ_CP130429.1	577986	578642		plus	response regulator			protein-coding			WP_031205669.1	response regulator	218	QYR02_RS02935
NZ_CP130429.1	578643	579506		minus	EamA family transporter			protein-coding			WP_055874305.1	EamA family transporter	287	QYR02_RS02940
NZ_CP130429.1	579745	585285		minus	DUF7507 domain-containing protein			protein-coding			WP_127482983.1	DUF7507 domain-containing protein	1846	QYR02_RS02945
NZ_CP130429.1	585436	586719		plus	M18 family aminopeptidase			protein-coding			WP_055874311.1	M18 family aminopeptidase	427	QYR02_RS02950
NZ_CP130429.1	586788	588230		plus	purine-cytosine permease family protein			protein-coding			WP_055865793.1	purine-cytosine permease family protein	480	QYR02_RS02955
NZ_CP130429.1	588227	588790		plus	cysteine hydrolase family protein			protein-coding			WP_055865795.1	cysteine hydrolase family protein	187	QYR02_RS02960
NZ_CP130429.1	588800	589510		minus	MBL fold metallo-hydrolase			protein-coding			WP_302793395.1	MBL fold metallo-hydrolase	236	QYR02_RS02965
NZ_CP130429.1	589592	590116		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_127482984.1	TetR/AcrR family transcriptional regulator	174	QYR02_RS02970
NZ_CP130429.1	590171	591544		minus	pyridoxal phosphate-dependent decarboxylase family protein			protein-coding			WP_127482985.1	pyridoxal phosphate-dependent decarboxylase family protein	457	QYR02_RS02975
NZ_CP130429.1	591555	592247		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_127482986.1	TetR/AcrR family transcriptional regulator	230	QYR02_RS02980
NZ_CP130429.1	592316	593356		plus	agmatine deiminase family protein			protein-coding			WP_055866864.1	agmatine deiminase family protein	346	QYR02_RS02985
NZ_CP130429.1	593356	595071		plus	amidase			protein-coding			WP_127482987.1	amidase	571	QYR02_RS02990
NZ_CP130429.1	595135	595986		plus	tryptophan 2,3-dioxygenase			protein-coding			WP_055865810.1	tryptophan 2,3-dioxygenase	283	QYR02_RS02995
NZ_CP130429.1	595986	596942		plus	hydrolase			protein-coding			WP_127482988.1	hydrolase	318	QYR02_RS03000
NZ_CP130429.1	596944	598182		plus	kynureninase			protein-coding			WP_302793399.1	kynureninase	412	QYR02_RS03005
NZ_CP130429.1	598172	598993		plus	PaaX family transcriptional regulator			protein-coding			WP_302793401.1	PaaX family transcriptional regulator	273	QYR02_RS03010
NZ_CP130429.1	598990	599484		minus	FBP domain-containing protein			protein-coding			WP_302793402.1	FBP domain-containing protein	164	QYR02_RS03015
NZ_CP130429.1	599782	600129		plus	hypothetical protein			protein-coding			WP_055865820.1	hypothetical protein	115	QYR02_RS03020
NZ_CP130429.1	600156	600512		minus	hypothetical protein			protein-coding			WP_302793404.1	hypothetical protein	118	QYR02_RS03025
NZ_CP130429.1	600749	600955		plus	CsbD family protein			protein-coding			WP_017829324.1	CsbD family protein	68	QYR02_RS03030
NZ_CP130429.1	601031	601195		minus	hypothetical protein			protein-coding			WP_017829325.1	hypothetical protein	54	QYR02_RS03035
NZ_CP130429.1	601319	601585		plus	DUF7218 family protein			protein-coding			WP_017829326.1	DUF7218 family protein	88	QYR02_RS03040
NZ_CP130429.1	601594	602712		plus	carboxylate-amine ligase			protein-coding			WP_302793407.1	carboxylate-amine ligase	372	QYR02_RS03045
NZ_CP130429.1	602764	604161		plus	MFS transporter			protein-coding			WP_302793408.1	MFS transporter	465	QYR02_RS03050
NZ_CP130429.1	604164	604994		plus	endo alpha-1,4 polygalactosaminidase			protein-coding			WP_302793410.1	endo alpha-1,4 polygalactosaminidase	276	QYR02_RS03055
NZ_CP130429.1	605008	605859		minus	phytanoyl-CoA dioxygenase family protein			protein-coding			WP_302793411.1	phytanoyl-CoA dioxygenase family protein	283	QYR02_RS03060
NZ_CP130429.1	605907	606800		minus	helix-turn-helix domain-containing protein			protein-coding			WP_302793413.1	helix-turn-helix domain-containing protein	297	QYR02_RS03065
NZ_CP130429.1	606955	607998		plus	iron-containing redox enzyme family protein			protein-coding			WP_055865841.1	iron-containing redox enzyme family protein	347	QYR02_RS03070
NZ_CP130429.1	607995	608201		plus	CDGSH iron-sulfur domain-containing protein			protein-coding			WP_055865842.1	CDGSH iron-sulfur domain-containing protein	68	QYR02_RS03075
NZ_CP130429.1	608216	609028		minus	ABC transporter permease			protein-coding			WP_302793414.1	ABC transporter permease	270	QYR02_RS03080
NZ_CP130429.1	609036	609863		minus	ABC transporter permease			protein-coding			WP_017829335.1	ABC transporter permease	275	QYR02_RS03085
NZ_CP130429.1	609941	611125		minus	extracellular solute-binding protein			protein-coding			WP_302793415.1	extracellular solute-binding protein	394	QYR02_RS03090
NZ_CP130429.1	611174	612241		minus	ABC transporter ATP-binding protein			protein-coding			WP_055865853.1	ABC transporter ATP-binding protein	355	QYR02_RS03095
NZ_CP130429.1	612359	613168		plus	FadR/GntR family transcriptional regulator			protein-coding			WP_302793416.1	FadR/GntR family transcriptional regulator	269	QYR02_RS03100
NZ_CP130429.1	613206	613913		plus	cache domain-containing protein			protein-coding			WP_302793418.1	cache domain-containing protein	235	QYR02_RS03105
NZ_CP130429.1	613952	614737		plus	DNA/RNA non-specific endonuclease			protein-coding			WP_302793419.1	DNA/RNA non-specific endonuclease	261	QYR02_RS03110
NZ_CP130429.1	614794	615477		plus	helix-turn-helix domain-containing protein			protein-coding			WP_127482999.1	helix-turn-helix domain-containing protein	227	QYR02_RS03115
NZ_CP130429.1	615453	615851		minus	VOC family protein			protein-coding			WP_302793421.1	VOC family protein	132	QYR02_RS03120
NZ_CP130429.1	615919	617007		minus	alkene reductase			protein-coding			WP_302793422.1	alkene reductase	362	QYR02_RS03125
NZ_CP130429.1	617073	617567		minus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_017829344.1	MarR family winged helix-turn-helix transcriptional regulator	164	QYR02_RS03130
NZ_CP130429.1	617622	618110		minus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_302793424.1	MarR family winged helix-turn-helix transcriptional regulator	162	QYR02_RS03135
NZ_CP130429.1	618079	619806		minus	DHA2 family efflux MFS transporter permease subunit			protein-coding			WP_082524276.1	DHA2 family efflux MFS transporter permease subunit	575	QYR02_RS03140
NZ_CP130429.1	619934	620824		plus	alpha/beta fold hydrolase			protein-coding			WP_373695460.1	alpha/beta fold hydrolase	296	QYR02_RS03145
NZ_CP130429.1	620838	621557		minus	glycosyltransferase family 2 protein			protein-coding			WP_302793426.1	glycosyltransferase family 2 protein	239	QYR02_RS03150
NZ_CP130429.1	621469	622299		plus	HAD family hydrolase			protein-coding			WP_302793427.1	HAD family hydrolase	276	QYR02_RS03155
NZ_CP130429.1	622296	623051		plus	class I SAM-dependent methyltransferase			protein-coding			WP_302793429.1	class I SAM-dependent methyltransferase	251	QYR02_RS03160
NZ_CP130429.1	623083	624123		minus	tryptophan--tRNA ligase	trpS		protein-coding			WP_302793431.1	tryptophan--tRNA ligase	346	QYR02_RS03165
NZ_CP130429.1	624285	625586		minus	aspartate--tRNA(Asn) ligase	aspS		protein-coding			WP_302793432.1	aspartate--tRNA(Asn) ligase	433	QYR02_RS03170
NZ_CP130429.1	625834	626691		minus	hypothetical protein			protein-coding			WP_302793433.1	hypothetical protein	285	QYR02_RS03175
NZ_CP130429.1	626720	627100		minus	hypothetical protein			protein-coding			WP_302793434.1	hypothetical protein	126	QYR02_RS03180
NZ_CP130429.1	627218	628717		minus	arylsulfatase			protein-coding			WP_302793436.1	arylsulfatase	499	QYR02_RS03185
NZ_CP130429.1	628804	629697		minus	formylglycine-generating enzyme family protein			protein-coding			WP_302794603.1	formylglycine-generating enzyme family protein	297	QYR02_RS03190
NZ_CP130429.1	629775	630086		plus	NIPSNAP family protein			protein-coding			WP_302793437.1	NIPSNAP family protein	103	QYR02_RS03195
NZ_CP130429.1	630221	631267		plus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_151485803.1	NAD(P)/FAD-dependent oxidoreductase	348	QYR02_RS03200
NZ_CP130429.1	631534	631800		plus	hypothetical protein			protein-coding			WP_055865915.1	hypothetical protein	88	QYR02_RS03205
NZ_CP130429.1	631815	632678		plus	FHA domain-containing protein			protein-coding			WP_302793438.1	FHA domain-containing protein	287	QYR02_RS03210
NZ_CP130429.1	632751	633578		minus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_055865919.1	SDR family NAD(P)-dependent oxidoreductase	275	QYR02_RS03215
NZ_CP130429.1	633639	634220		plus	hypothetical protein			protein-coding			WP_141387713.1	hypothetical protein	193	QYR02_RS03220
NZ_CP130429.1	634289	637174		plus	YhgE/Pip family protein			protein-coding			WP_302793440.1	YhgE/Pip family protein	961	QYR02_RS03225
NZ_CP130429.1	637171	639351		plus	YhgE/Pip domain-containing protein			protein-coding			WP_302793442.1	YhgE/Pip domain-containing protein	726	QYR02_RS03230
NZ_CP130429.1	639380	639997		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_141387719.1	TetR/AcrR family transcriptional regulator	205	QYR02_RS03235
NZ_CP130429.1	640043	640543		minus	BLUF domain-containing protein			protein-coding			WP_235563159.1	BLUF domain-containing protein	166	QYR02_RS03240
NZ_CP130429.1	640540	640794		minus	hypothetical protein			protein-coding			WP_055874412.1	hypothetical protein	84	QYR02_RS03245
NZ_CP130429.1	640858	641208		minus	hypothetical protein			protein-coding			WP_157559421.1	hypothetical protein	116	QYR02_RS03250
NZ_CP130429.1	641570	642970		plus	threonine/serine exporter family protein			protein-coding			WP_055865931.1	threonine/serine exporter family protein	466	QYR02_RS03255
NZ_CP130429.1	643073	644143		plus	hypothetical protein			protein-coding			WP_302793446.1	hypothetical protein	356	QYR02_RS03260
NZ_CP130429.1	644334	644609		plus	hypothetical protein			protein-coding			WP_314473027.1	hypothetical protein	91	QYR02_RS03265
NZ_CP130429.1	644730	644870		plus	hypothetical protein			protein-coding			WP_164743714.1	hypothetical protein	46	QYR02_RS03270
NZ_CP130429.1	644902	645474		minus	hypothetical protein			protein-coding			WP_055874425.1	hypothetical protein	190	QYR02_RS03275
NZ_CP130429.1	645509	647182		minus	DUF7927 domain-containing protein			protein-coding			WP_302793449.1	DUF7927 domain-containing protein	557	QYR02_RS03280
NZ_CP130429.1	647197	647493		minus	DUF7882 family protein			protein-coding			WP_017829372.1	DUF7882 family protein	98	QYR02_RS03285
NZ_CP130429.1	647590	648627		minus	methionine synthase			protein-coding			WP_302793451.1	methionine synthase	345	QYR02_RS03290
NZ_CP130429.1	648648	649652		minus	DUF1852 domain-containing protein			protein-coding			WP_055865944.1	DUF1852 domain-containing protein	334	QYR02_RS03295
NZ_CP130429.1	649775	650716		plus	LysR family transcriptional regulator			protein-coding			WP_302793456.1	LysR family transcriptional regulator	313	QYR02_RS03300
NZ_CP130429.1	651080	651880		minus	hypothetical protein			protein-coding			WP_302793458.1	hypothetical protein	266	QYR02_RS03305
NZ_CP130429.1	651941	652492		minus	CGNR zinc finger domain-containing protein			protein-coding			WP_302793460.1	CGNR zinc finger domain-containing protein	183	QYR02_RS03310
NZ_CP130429.1	652549	653841		plus	carboxymuconolactone decarboxylase family protein			protein-coding			WP_302793462.1	carboxymuconolactone decarboxylase family protein	430	QYR02_RS03315
NZ_CP130429.1	653823	654266		plus	hypothetical protein			protein-coding			WP_302793464.1	hypothetical protein	147	QYR02_RS03320
NZ_CP130429.1	654565	655425		minus	IS3 family transposase			protein-coding			WP_127481834.1	IS3 family transposase	286	QYR02_RS03325
NZ_CP130429.1	655422	655721		minus	transposase			protein-coding			WP_127481833.1	transposase	99	QYR02_RS03330
NZ_CP130429.1	655918	656046		plus	hypothetical protein			protein-coding			WP_302793465.1	hypothetical protein	42	QYR02_RS03335
NZ_CP130429.1	656384	656474		minus	tRNA-Ser			tRNA						QYR02_RS03340
NZ_CP130429.1	656526	657572		minus	hypothetical protein			protein-coding			WP_302793467.1	hypothetical protein	348	QYR02_RS03345
NZ_CP130429.1	657706	658482		plus	hypothetical protein			protein-coding			WP_302793469.1	hypothetical protein	258	QYR02_RS03350
NZ_CP130429.1	658506	660197		minus	thiol reductant ABC exporter subunit CydC	cydC		protein-coding			WP_302793471.1	thiol reductant ABC exporter subunit CydC	563	QYR02_RS03355
NZ_CP130429.1	660194	661876		minus	thiol reductant ABC exporter subunit CydD	cydD		protein-coding			WP_302793473.1	thiol reductant ABC exporter subunit CydD	560	QYR02_RS03360
NZ_CP130429.1	661873	662901		minus	cytochrome d ubiquinol oxidase subunit II	cydB		protein-coding			WP_055865966.1	cytochrome d ubiquinol oxidase subunit II	342	QYR02_RS03365
NZ_CP130429.1	662916	664331		minus	cytochrome ubiquinol oxidase subunit I			protein-coding			WP_055865967.1	cytochrome ubiquinol oxidase subunit I	471	QYR02_RS03370
NZ_CP130429.1	664318	665034		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_031205691.1	helix-turn-helix transcriptional regulator	238	QYR02_RS03375
NZ_CP130429.1	665135	666502		plus	DNA repair protein RadA	radA		protein-coding			WP_017829416.1	DNA repair protein RadA	455	QYR02_RS03380
NZ_CP130429.1	666521	666931		minus	hypothetical protein			protein-coding			WP_017829417.1	hypothetical protein	136	QYR02_RS03385
NZ_CP130429.1	667271	667921		minus	hypothetical protein			protein-coding			WP_302793476.1	hypothetical protein	216	QYR02_RS03390
NZ_CP130429.1	667987	668487		minus	amino-acid N-acetyltransferase			protein-coding			WP_017829419.1	amino-acid N-acetyltransferase	166	QYR02_RS03395
NZ_CP130429.1	668586	671120		minus	ATP-dependent Clp protease ATP-binding subunit			protein-coding			WP_055865971.1	ATP-dependent Clp protease ATP-binding subunit	844	QYR02_RS03400
NZ_CP130429.1	671311	671937		plus	hypothetical protein			protein-coding			WP_127483030.1	hypothetical protein	208	QYR02_RS03405
NZ_CP130429.1	671937	672578		plus	hypothetical protein			protein-coding			WP_302793478.1	hypothetical protein	213	QYR02_RS03410
NZ_CP130429.1	672578	673351		plus	hypothetical protein			protein-coding			WP_127483032.1	hypothetical protein	257	QYR02_RS03415
NZ_CP130429.1	673348	673584		plus	helix-turn-helix domain-containing protein			protein-coding			WP_017829424.1	helix-turn-helix domain-containing protein	78	QYR02_RS03420
NZ_CP130429.1	673727	675151		plus	dicarboxylate/amino acid:cation symporter			protein-coding			WP_288968698.1	dicarboxylate/amino acid:cation symporter	474	QYR02_RS03425
NZ_CP130429.1	675248	676978		minus	cation:proton antiporter			protein-coding			WP_302793481.1	cation:proton antiporter	576	QYR02_RS03430
NZ_CP130429.1	677033	678079		plus	LLM class flavin-dependent oxidoreductase			protein-coding			WP_200942446.1	LLM class flavin-dependent oxidoreductase	348	QYR02_RS03435
NZ_CP130429.1	678205	678414		plus	hypothetical protein			protein-coding			WP_017829430.1	hypothetical protein	69	QYR02_RS03440
NZ_CP130429.1	678460	679410		minus	prephenate dehydratase	pheA		protein-coding			WP_017829431.1	prephenate dehydratase	316	QYR02_RS03445
NZ_CP130429.1	679490	681133		plus	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	pgm		protein-coding			WP_302793482.1	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	547	QYR02_RS03450
NZ_CP130429.1	681198	682304		minus	glycerate kinase			protein-coding			WP_302793483.1	glycerate kinase	368	QYR02_RS03455
NZ_CP130429.1	682301	683263		minus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_302794604.1	LacI family DNA-binding transcriptional regulator	320	QYR02_RS03460
NZ_CP130429.1	683429	684631		plus	galactose-1-phosphate uridylyltransferase	galT		protein-coding			WP_302793485.1	galactose-1-phosphate uridylyltransferase	400	QYR02_RS03465
NZ_CP130429.1	684628	685818		plus	galactokinase	galK		protein-coding			WP_302793487.1	galactokinase	396	QYR02_RS03470
NZ_CP130429.1	685869	686849		plus	UDP-glucose 4-epimerase GalE	galE		protein-coding			WP_127483039.1	UDP-glucose 4-epimerase GalE	326	QYR02_RS03475
NZ_CP130429.1	686853	688178		minus	MFS transporter			protein-coding			WP_302793490.1	MFS transporter	441	QYR02_RS03480
NZ_CP130429.1	688175	689104		minus	polysaccharide deacetylase family protein			protein-coding			WP_302793492.1	polysaccharide deacetylase family protein	309	QYR02_RS03485
NZ_CP130429.1	689182	690330		minus	ROK family transcriptional regulator			protein-coding			WP_302793493.1	ROK family transcriptional regulator	382	QYR02_RS03490
NZ_CP130429.1	690480	692045		minus	HNH endonuclease signature motif containing protein			protein-coding			WP_302793495.1	HNH endonuclease signature motif containing protein	521	QYR02_RS03495
NZ_CP130429.1	692978	693646		plus	M23 family metallopeptidase			protein-coding			WP_302793497.1	M23 family metallopeptidase	222	QYR02_RS03500
NZ_CP130429.1	693698	694222		plus	GNAT family N-acetyltransferase			protein-coding			WP_302793499.1	GNAT family N-acetyltransferase	174	QYR02_RS03505
NZ_CP130429.1	694313	695764		minus	gamma-aminobutyraldehyde dehydrogenase			protein-coding			WP_055866007.1	gamma-aminobutyraldehyde dehydrogenase	483	QYR02_RS03510
NZ_CP130429.1	695864	696331		plus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_017829446.1	Lrp/AsnC family transcriptional regulator	155	QYR02_RS03515
NZ_CP130429.1	696361	697764		plus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_302793500.1	NAD(P)/FAD-dependent oxidoreductase	467	QYR02_RS03520
NZ_CP130429.1	697761	698108		plus	cupin domain-containing protein			protein-coding			WP_302793501.1	cupin domain-containing protein	115	QYR02_RS03525
NZ_CP130429.1	698189	699772		minus	ABC transporter ATP-binding protein			protein-coding			WP_151485771.1	ABC transporter ATP-binding protein	527	QYR02_RS03530
NZ_CP130429.1	699769	700635		minus	ABC transporter permease			protein-coding			WP_055866016.1	ABC transporter permease	288	QYR02_RS03535
NZ_CP130429.1	700632	701588		minus	ABC transporter permease			protein-coding			WP_055866018.1	ABC transporter permease	318	QYR02_RS03540
NZ_CP130429.1	701674	703332		minus	ABC transporter substrate-binding protein			protein-coding			WP_151485769.1	ABC transporter substrate-binding protein	552	QYR02_RS03545
NZ_CP130429.1	703332	705029		minus	amidohydrolase			protein-coding			WP_055866022.1	amidohydrolase	565	QYR02_RS03550
NZ_CP130429.1	705200	705874		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_055866024.1	TetR/AcrR family transcriptional regulator	224	QYR02_RS03555
NZ_CP130429.1	705958	707247		plus	flavin-dependent oxidoreductase			protein-coding			WP_302793504.1	flavin-dependent oxidoreductase	429	QYR02_RS03560
NZ_CP130429.1	707244	707720		plus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_055866028.1	MarR family winged helix-turn-helix transcriptional regulator	158	QYR02_RS03565
NZ_CP130429.1	707717	708193		plus	DUF3237 domain-containing protein			protein-coding			WP_235562462.1	DUF3237 domain-containing protein	158	QYR02_RS03570
NZ_CP130429.1	708260	708394		minus	hypothetical protein			protein-coding			WP_268775990.1	hypothetical protein	44	QYR02_RS03575
NZ_CP130429.1	708391	709902		minus	carboxylesterase/lipase family protein			protein-coding			WP_302793507.1	carboxylesterase/lipase family protein	503	QYR02_RS03580
NZ_CP130429.1	709932	711239		minus	MFS transporter			protein-coding			WP_055866030.1	MFS transporter	435	QYR02_RS03585
NZ_CP130429.1	711400	711969		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_151485766.1	TetR/AcrR family transcriptional regulator	189	QYR02_RS03590
NZ_CP130429.1	711979	713073		minus	DNA-methyltransferase			protein-coding			WP_373695461.1	DNA-methyltransferase	364	QYR02_RS03595
NZ_CP130429.1	713052	714101		minus	lipoate--protein ligase family protein			protein-coding			WP_302793511.1	lipoate--protein ligase family protein	349	QYR02_RS03600
NZ_CP130429.1	714140	714877		minus	DUF1684 domain-containing protein			protein-coding			WP_302793513.1	DUF1684 domain-containing protein	245	QYR02_RS03605
NZ_CP130429.1	715145	715996		minus	alpha/beta fold hydrolase			protein-coding			WP_302794606.1	alpha/beta fold hydrolase	283	QYR02_RS03610
NZ_CP130429.1	716032	716769		minus	copper homeostasis protein CutC			protein-coding			WP_055866040.1	copper homeostasis protein CutC	245	QYR02_RS03615
NZ_CP130429.1	716829	717269		plus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_302793515.1	MarR family winged helix-turn-helix transcriptional regulator	146	QYR02_RS03620
NZ_CP130429.1	717275	718609		plus	MFS transporter			protein-coding			WP_082524278.1	MFS transporter	444	QYR02_RS03625
NZ_CP130429.1	718672	718959		plus	hypothetical protein			protein-coding			WP_055866047.1	hypothetical protein	95	QYR02_RS03630
NZ_CP130429.1	719068	720273		minus	ornithine--oxo-acid transaminase	rocD		protein-coding			WP_127483050.1	ornithine--oxo-acid transaminase	401	QYR02_RS03635
NZ_CP130429.1	720270	721148		minus	dimethylargininase	ddaH		protein-coding			WP_127483051.1	dimethylargininase	292	QYR02_RS03640
NZ_CP130429.1	721332	722342		minus	NAD(P)-dependent alcohol dehydrogenase			protein-coding			WP_055874543.1	NAD(P)-dependent alcohol dehydrogenase	336	QYR02_RS03645
NZ_CP130429.1	722339	722569		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_055866058.1	helix-turn-helix transcriptional regulator	76	QYR02_RS03650
NZ_CP130429.1	722569	723003		minus	hypothetical protein			protein-coding			WP_302793521.1	hypothetical protein	144	QYR02_RS03655
NZ_CP130429.1	723085	726735		minus	proline dehydrogenase family protein			protein-coding			WP_302793523.1	proline dehydrogenase family protein	1216	QYR02_RS03660
NZ_CP130429.1	726812	727372		minus	acyl-CoA thioesterase			protein-coding			WP_031205706.1	acyl-CoA thioesterase	186	QYR02_RS03665
NZ_CP130429.1	727504	728013		plus	GNAT family N-acetyltransferase			protein-coding			WP_031205707.1	GNAT family N-acetyltransferase	169	QYR02_RS03670
NZ_CP130429.1	728098	729249		minus	acetyl-CoA C-acetyltransferase			protein-coding			WP_302793526.1	acetyl-CoA C-acetyltransferase	383	QYR02_RS03675
NZ_CP130429.1	729280	729765		minus	ASCH domain-containing protein			protein-coding			WP_302793528.1	ASCH domain-containing protein	161	QYR02_RS03680
NZ_CP130429.1	729786	731510		minus	cytochrome b/b6 domain-containing protein			protein-coding			WP_302793530.1	cytochrome b/b6 domain-containing protein	574	QYR02_RS03685
NZ_CP130429.1	731513	732484		minus	electron transfer flavoprotein subunit alpha/FixB family protein			protein-coding			WP_055866071.1	electron transfer flavoprotein subunit alpha/FixB family protein	323	QYR02_RS03690
NZ_CP130429.1	732486	733262		minus	electron transfer flavoprotein subunit beta/FixA family protein			protein-coding			WP_017829470.1	electron transfer flavoprotein subunit beta/FixA family protein	258	QYR02_RS03695
NZ_CP130429.1	733403	733939		plus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_017829471.1	MarR family winged helix-turn-helix transcriptional regulator	178	QYR02_RS03700
NZ_CP130429.1	733941	734411		plus	SRPBCC family protein			protein-coding			WP_302793533.1	SRPBCC family protein	156	QYR02_RS03705
NZ_CP130429.1	734408	734851		plus	YdeI/OmpD-associated family protein			protein-coding			WP_055866074.1	YdeI/OmpD-associated family protein	147	QYR02_RS03710
NZ_CP130429.1	734948	735724		minus	enoyl-CoA hydratase-related protein			protein-coding			WP_302793534.1	enoyl-CoA hydratase-related protein	258	QYR02_RS03715
NZ_CP130429.1	735753	736658		minus	3-hydroxyisobutyrate dehydrogenase	mmsB		protein-coding			WP_302793536.1	3-hydroxyisobutyrate dehydrogenase	301	QYR02_RS03720
NZ_CP130429.1	736655	737860		minus	acyl-CoA dehydrogenase family protein			protein-coding			WP_302793538.1	acyl-CoA dehydrogenase family protein	401	QYR02_RS03725
NZ_CP130429.1	737890	739392		minus	CoA-acylating methylmalonate-semialdehyde dehydrogenase			protein-coding			WP_055874566.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase	500	QYR02_RS03730
NZ_CP130429.1	739809	740393		plus	antibiotic biosynthesis monooxygenase			protein-coding			WP_055866086.1	antibiotic biosynthesis monooxygenase	194	QYR02_RS03735
NZ_CP130429.1	740403	741536		minus	bifunctional 2-methylcitrate synthase/citrate synthase			protein-coding			WP_151485753.1	bifunctional 2-methylcitrate synthase/citrate synthase	377	QYR02_RS03740
NZ_CP130429.1	741539	742441		minus	methylisocitrate lyase	prpB		protein-coding			WP_055866091.1	methylisocitrate lyase	300	QYR02_RS03745
NZ_CP130429.1	742441	743967		minus	MmgE/PrpD family protein			protein-coding			WP_055874580.1	MmgE/PrpD family protein	508	QYR02_RS03750
NZ_CP130429.1	743971	744636		minus	GntR family transcriptional regulator			protein-coding			WP_302793542.1	GntR family transcriptional regulator	221	QYR02_RS03755
NZ_CP130429.1	744671	745696		minus	EamA family transporter			protein-coding			WP_302793544.1	EamA family transporter	341	QYR02_RS03760
NZ_CP130429.1	745736	746272		plus	CGNR zinc finger domain-containing protein			protein-coding			WP_302793546.1	CGNR zinc finger domain-containing protein	178	QYR02_RS03765
NZ_CP130429.1	746465	747040		plus	glucose-6-phosphate isomerase family protein			protein-coding			WP_302793548.1	glucose-6-phosphate isomerase family protein	191	QYR02_RS03770
NZ_CP130429.1	747050	748540		plus	xylulokinase	xylB		protein-coding			WP_302793549.1	xylulokinase	496	QYR02_RS03775
NZ_CP130429.1	748516	749550		plus	phosphoglycerate dehydrogenase			protein-coding			WP_302793550.1	phosphoglycerate dehydrogenase	344	QYR02_RS03780
NZ_CP130429.1	749547	750509		plus	shikimate dehydrogenase family protein			protein-coding			WP_302793551.1	shikimate dehydrogenase family protein	320	QYR02_RS03785
NZ_CP130429.1	750509	751480		plus	phosphotriesterase family protein			protein-coding			WP_302793553.1	phosphotriesterase family protein	323	QYR02_RS03790
NZ_CP130429.1	751551	751847		plus	putative quinol monooxygenase			protein-coding			WP_302793554.1	putative quinol monooxygenase	98	QYR02_RS03795
NZ_CP130429.1	752135	753133		minus	ABC transporter substrate-binding protein			protein-coding			WP_055866105.1	ABC transporter substrate-binding protein	332	QYR02_RS03800
NZ_CP130429.1	753290	754324		minus	ABC transporter permease			protein-coding			WP_017829492.1	ABC transporter permease	344	QYR02_RS03805
NZ_CP130429.1	754324	755826		minus	sugar ABC transporter ATP-binding protein			protein-coding			WP_302793556.1	sugar ABC transporter ATP-binding protein	500	QYR02_RS03810
NZ_CP130429.1	756015	756884		minus	sugar phosphate isomerase/epimerase family protein			protein-coding			WP_055874596.1	sugar phosphate isomerase/epimerase family protein	289	QYR02_RS03815
NZ_CP130429.1	757081	758082		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_302793578.1	LacI family DNA-binding transcriptional regulator	333	QYR02_RS03820
NZ_CP130429.1	758140	759126		minus	aldo/keto reductase			protein-coding			WP_302793579.1	aldo/keto reductase	328	QYR02_RS03825
NZ_CP130429.1	759113	760408		minus	L-fuconate dehydratase			protein-coding			WP_017829497.1	L-fuconate dehydratase	431	QYR02_RS03830
NZ_CP130429.1	760533	761393		plus	fumarylacetoacetate hydrolase family protein			protein-coding			WP_219870003.1	fumarylacetoacetate hydrolase family protein	286	QYR02_RS03835
NZ_CP130429.1	761375	762139		plus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_302793581.1	SDR family NAD(P)-dependent oxidoreductase	254	QYR02_RS03840
NZ_CP130429.1	762230	763204		minus	amidohydrolase family protein			protein-coding			WP_302793583.1	amidohydrolase family protein	324	QYR02_RS03845
NZ_CP130429.1	763251	763928		plus	FadR/GntR family transcriptional regulator			protein-coding			WP_017829501.1	FadR/GntR family transcriptional regulator	225	QYR02_RS03850
NZ_CP130429.1	763948	764610		minus	transaldolase family protein			protein-coding			WP_151485736.1	transaldolase family protein	220	QYR02_RS03855
