Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
CP129667.1	541754	542506	1	plus	Crp/Fnr family transcriptional regulator			protein-coding			WKL20704.1	Crp/Fnr family transcriptional regulator	250	QYR00_02640
CP129667.1	542643	543029	1	plus	response regulator			protein-coding			WKL20705.1	response regulator	128	QYR00_02645
CP129667.1	543086	543850	1	plus	DNA repair protein RecO	recO		protein-coding			WKL20706.1	DNA repair protein RecO	254	QYR00_02650
CP129667.1	543853	545067	1	minus	MFS transporter			protein-coding			WKL20707.1	MFS transporter	404	QYR00_02655
CP129667.1	545247	545981	1	plus	class I SAM-dependent methyltransferase			protein-coding			WKL20708.1	class I SAM-dependent methyltransferase	244	QYR00_02660
CP129667.1	546262	547104	1	minus	MOSC domain-containing protein			protein-coding			WKL20709.1	MOSC domain-containing protein	280	QYR00_02665
CP129667.1	547116	547760	1	minus	HD domain-containing protein			protein-coding			WKL20710.1	HD domain-containing protein	214	QYR00_02670
CP129667.1	547757	550531	1	minus	DUF2339 domain-containing protein			protein-coding			WKL20711.1	DUF2339 domain-containing protein	924	QYR00_02675
CP129667.1	550792	552345	1	minus	VOC family protein			protein-coding			WKL20712.1	VOC family protein	517	QYR00_02680
CP129667.1	552636	553679	1	plus	ABC transporter substrate-binding protein			protein-coding			WKL20713.1	ABC transporter substrate-binding protein	347	QYR00_02685
CP129667.1	553865	554653	1	plus	ABC transporter ATP-binding protein			protein-coding			WKL20714.1	ABC transporter ATP-binding protein	262	QYR00_02690
CP129667.1	554650	555468	1	plus	ABC transporter permease			protein-coding			WKL20715.1	ABC transporter permease	272	QYR00_02695
CP129667.1	555656	556333	1	minus	metal-binding protein ZinT			protein-coding			WKL20716.1	metal-binding protein ZinT	225	QYR00_02700
CP129667.1	556513	557334	1	minus	mechanosensitive ion channel family protein			protein-coding			WKL20717.1	mechanosensitive ion channel family protein	273	QYR00_02705
CP129667.1	557414	557932	1	minus	tyrosine phosphatase family protein			protein-coding			WKL20718.1	tyrosine phosphatase family protein	172	QYR00_02710
CP129667.1	557929	558552	1	minus	HD family hydrolase			protein-coding			WKL20719.1	HD family hydrolase	207	QYR00_02715
CP129667.1	558555	559400	1	minus	folate-binding protein YgfZ			protein-coding			WKL20720.1	folate-binding protein YgfZ	281	QYR00_02720
CP129667.1	559838	560605	1	minus	hypothetical protein			protein-coding			WKL20721.1	hypothetical protein	255	QYR00_02725
CP129667.1	560620	560877	1	minus	hypothetical protein			protein-coding			WKL20722.1	hypothetical protein	85	QYR00_02730
CP129667.1	560983	561423	1	minus	TIGR02301 family protein			protein-coding			WKL20723.1	TIGR02301 family protein	146	QYR00_02735
CP129667.1	561507	561923	1	minus	NUDIX hydrolase			protein-coding			WKL20724.1	NUDIX hydrolase	138	QYR00_02740
CP129667.1	562077	562400	1	plus	YnfA family protein			protein-coding			WKL20725.1	YnfA family protein	107	QYR00_02745
CP129667.1	562411	563172	1	plus	SOS response-associated peptidase			protein-coding			WKL20726.1	SOS response-associated peptidase	253	QYR00_02750
CP129667.1	563394	564686	1	minus	PleD family two-component system response regulator			protein-coding			WKL20727.1	PleD family two-component system response regulator	430	QYR00_02755
CP129667.1	565090	565221	1	minus	hypothetical protein			protein-coding			WKL20728.1	hypothetical protein	43	QYR00_02760
CP129667.1	565394	566263	1	minus	CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA		protein-coding			WKL20729.1	CDP-diacylglycerol--serine O-phosphatidyltransferase	289	QYR00_02765
CP129667.1	566287	566985	1	minus	phosphatidylserine decarboxylase			protein-coding			WKL20730.1	phosphatidylserine decarboxylase	232	QYR00_02770
CP129667.1	567152	569038	1	minus	ABC transporter ATP-binding protein/permease			protein-coding			WKL20731.1	ABC transporter ATP-binding protein/permease	628	QYR00_02775
CP129667.1	569149	571152	1	minus	LysM peptidoglycan-binding domain-containing protein			protein-coding			WKL20732.1	LysM peptidoglycan-binding domain-containing protein	667	QYR00_02780
CP129667.1	571309	571929	1	plus	TIGR00730 family Rossman fold protein			protein-coding			WKL20733.1	TIGR00730 family Rossman fold protein	206	QYR00_02785
CP129667.1	572130	573890	1	plus	penicillin-binding protein 2			protein-coding			WKL20734.1	penicillin-binding protein 2	586	QYR00_02790
CP129667.1	574041	574949	1	minus	EamA family transporter RarD	rarD		protein-coding			WKL20735.1	EamA family transporter RarD	302	QYR00_02795
CP129667.1	575166	576122	1	minus	prolyl aminopeptidase	pip		protein-coding			WKL20736.1	prolyl aminopeptidase	318	QYR00_02800
CP129667.1	576119	576604	1	minus	GFA family protein			protein-coding			WKL20737.1	GFA family protein	161	QYR00_02805
CP129667.1	576601	577065	1	minus	GFA family protein			protein-coding			WKL21579.1	GFA family protein	154	QYR00_02810
CP129667.1	577065	577538	1	minus	GFA family protein			protein-coding			WKL20738.1	GFA family protein	157	QYR00_02815
CP129667.1	577535	577903	1	minus	endonuclease domain-containing protein			protein-coding			WKL20739.1	endonuclease domain-containing protein	122	QYR00_02820
CP129667.1	577983	578142	1	minus	uncharacterized gene			pseudogene						QYR00_02825
CP129667.1	578161	579546	1	minus	cysteine--tRNA ligase	cysS		protein-coding			WKL20740.1	cysteine--tRNA ligase	461	QYR00_02830
CP129667.1	579737	580117	1	minus	hypothetical protein			protein-coding			WKL20741.1	hypothetical protein	126	QYR00_02835
CP129667.1	580436	581176	1	minus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WKL20742.1	SDR family NAD(P)-dependent oxidoreductase	246	QYR00_02840
CP129667.1	581326	582834	1	minus	amidophosphoribosyltransferase	purF		protein-coding			WKL20743.1	amidophosphoribosyltransferase	502	QYR00_02845
CP129667.1	582973	583560	1	minus	CvpA family protein			protein-coding			WKL20744.1	CvpA family protein	195	QYR00_02850
CP129667.1	583650	585056	1	minus	DNA repair protein RadA	radA		protein-coding			WKL20745.1	DNA repair protein RadA	468	QYR00_02855
CP129667.1	585062	585352	1	minus	type II toxin-antitoxin system RelE/ParE family toxin			protein-coding			WKL20746.1	type II toxin-antitoxin system RelE/ParE family toxin	96	QYR00_02860
CP129667.1	585309	585620	1	minus	type II toxin-antitoxin system ParD family antitoxin			protein-coding			WKL20747.1	type II toxin-antitoxin system ParD family antitoxin	103	QYR00_02865
CP129667.1	585686	586861	1	minus	alanine racemase	alr		protein-coding			WKL20748.1	alanine racemase	391	QYR00_02870
CP129667.1	586948	587805	1	plus	AraC family transcriptional regulator			protein-coding			WKL20749.1	AraC family transcriptional regulator	285	QYR00_02875
CP129667.1	587899	588603	1	plus	AzlC family ABC transporter permease			protein-coding			WKL20750.1	AzlC family ABC transporter permease	234	QYR00_02880
CP129667.1	588600	588902	1	plus	AzlD family protein			protein-coding			WKL20751.1	AzlD family protein	100	QYR00_02885
CP129667.1	589004	590500	1	minus	replicative DNA helicase			protein-coding			WKL20752.1	replicative DNA helicase	498	QYR00_02890
CP129667.1	590811	591266	1	plus	MarR family transcriptional regulator			protein-coding			WKL20753.1	MarR family transcriptional regulator	151	QYR00_02895
CP129667.1	591263	593014	1	plus	MFS transporter			protein-coding			WKL20754.1	MFS transporter	583	QYR00_02900
CP129667.1	593034	594101	1	plus	HlyD family secretion protein			protein-coding			WKL20755.1	HlyD family secretion protein	355	QYR00_02905
CP129667.1	594365	594940	1	minus	50S ribosomal protein L9	rplI		protein-coding			WKL20756.1	50S ribosomal protein L9	191	QYR00_02910
CP129667.1	594955	595929	1	minus	DUF2232 domain-containing protein			protein-coding			WKL20757.1	DUF2232 domain-containing protein	324	QYR00_02915
CP129667.1	596114	596362	1	minus	30S ribosomal protein S18	rpsR		protein-coding			WKL20758.1	30S ribosomal protein S18	82	QYR00_02920
CP129667.1	596376	596837	1	minus	30S ribosomal protein S6	rpsF		protein-coding			WKL20759.1	30S ribosomal protein S6	153	QYR00_02925
CP129667.1	597129	598172	1	minus	aldo/keto reductase			protein-coding			WKL20760.1	aldo/keto reductase	347	QYR00_02930
CP129667.1	598397	599341	1	plus	ACP S-malonyltransferase	fabD		protein-coding			WKL20761.1	ACP S-malonyltransferase	314	QYR00_02935
CP129667.1	599443	600180	1	plus	3-oxoacyl-[acyl-carrier-protein] reductase	fabG		protein-coding			WKL20762.1	3-oxoacyl-[acyl-carrier-protein] reductase	245	QYR00_02940
CP129667.1	600531	600767	1	plus	acyl carrier protein			protein-coding			WKL20763.1	acyl carrier protein	78	QYR00_02945
CP129667.1	601009	602271	1	plus	beta-ketoacyl-ACP synthase II	fabF		protein-coding			WKL20764.1	beta-ketoacyl-ACP synthase II	420	QYR00_02950
CP129667.1	602702	603913	1	plus	endolytic transglycosylase MltG	mltG		protein-coding			WKL20765.1	endolytic transglycosylase MltG	403	QYR00_02955
CP129667.1	603979	604866	1	plus	YicC/YloC family endoribonuclease			protein-coding			WKL20766.1	YicC/YloC family endoribonuclease	295	QYR00_02960
CP129667.1	604871	605533	1	plus	guanylate kinase	gmk		protein-coding			WKL20767.1	guanylate kinase	220	QYR00_02965
CP129667.1	605556	606179	1	minus	alpha/beta hydrolase			protein-coding			WKL20768.1	alpha/beta hydrolase	207	QYR00_02970
CP129667.1	606243	607073	1	minus	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		protein-coding			WKL20769.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	276	QYR00_02975
CP129667.1	607073	608095	1	minus	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA		protein-coding			WKL20770.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	340	QYR00_02980
CP129667.1	608115	609062	1	minus	peptidylprolyl isomerase			protein-coding			WKL20771.1	peptidylprolyl isomerase	315	QYR00_02985
CP129667.1	609360	611741	1	minus	LPS-assembly protein LptD			protein-coding			WKL20772.1	LPS-assembly protein LptD	793	QYR00_02990
CP129667.1	611741	612829	1	minus	LPS export ABC transporter permease LptG	lptG		protein-coding			WKL20773.1	LPS export ABC transporter permease LptG	362	QYR00_02995
CP129667.1	612826	613995	1	minus	LptF/LptG family permease			protein-coding			WKL20774.1	LptF/LptG family permease	389	QYR00_03000
CP129667.1	614310	615803	1	plus	leucyl aminopeptidase			protein-coding			WKL21580.1	leucyl aminopeptidase	497	QYR00_03005
CP129667.1	615829	616278	1	plus	DNA polymerase III subunit chi			protein-coding			WKL20775.1	DNA polymerase III subunit chi	149	QYR00_03010
CP129667.1	616436	617464	1	plus	sensor domain-containing diguanylate cyclase			protein-coding			WKL20776.1	sensor domain-containing diguanylate cyclase	342	QYR00_03015
CP129667.1	617497	618423	1	minus	Gfo/Idh/MocA family oxidoreductase			protein-coding			WKL20777.1	Gfo/Idh/MocA family oxidoreductase	308	QYR00_03020
CP129667.1	618741	619955	1	plus	GGDEF domain-containing protein			protein-coding			WKL20778.1	GGDEF domain-containing protein	404	QYR00_03025
CP129667.1	620069	622009	1	plus	GGDEF domain-containing phosphodiesterase			protein-coding			WKL20779.1	GGDEF domain-containing phosphodiesterase	646	QYR00_03030
CP129667.1	622294	623949	1	plus	ATP-binding protein			protein-coding			WKL20780.1	ATP-binding protein	551	QYR00_03035
CP129667.1	623955	624563	1	plus	response regulator			protein-coding			WKL20781.1	response regulator	202	QYR00_03040
CP129667.1	624667	625149	1	plus	heme-binding protein			protein-coding			WKL20782.1	heme-binding protein	160	QYR00_03045
CP129667.1	625203	627086	1	minus	ABC-F family ATP-binding cassette domain-containing protein			protein-coding			WKL21581.1	ABC-F family ATP-binding cassette domain-containing protein	627	QYR00_03050
CP129667.1	627156	628202	1	minus	GGDEF domain-containing protein			protein-coding			WKL20783.1	GGDEF domain-containing protein	348	QYR00_03055
CP129667.1	628459	629154	1	plus	glutathione S-transferase family protein			protein-coding			WKL20784.1	glutathione S-transferase family protein	231	QYR00_03060
CP129667.1	629256	629678	1	plus	nucleoside-diphosphate kinase	ndk		protein-coding			WKL20785.1	nucleoside-diphosphate kinase	140	QYR00_03065
CP129667.1	629976	630488	1	minus	hypothetical protein			protein-coding			WKL20786.1	hypothetical protein	170	QYR00_03070
CP129667.1	630485	631036	1	minus	CGNR zinc finger domain-containing protein			protein-coding			WKL21582.1	CGNR zinc finger domain-containing protein	183	QYR00_03075
CP129667.1	631098	631994	1	plus	branched-chain amino acid ABC transporter permease			protein-coding			WKL20787.1	branched-chain amino acid ABC transporter permease	298	QYR00_03080
CP129667.1	632055	632522	1	minus	molybdenum cofactor biosynthesis protein MoaE			protein-coding			WKL20788.1	molybdenum cofactor biosynthesis protein MoaE	155	QYR00_03085
CP129667.1	632527	632781	1	minus	molybdopterin converting factor subunit 1	moaD		protein-coding			WKL20789.1	molybdopterin converting factor subunit 1	84	QYR00_03090
CP129667.1	632781	633374	1	minus	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		protein-coding			WKL20790.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	197	QYR00_03095
CP129667.1	633477	635528	1	minus	excinuclease ABC subunit UvrC	uvrC		protein-coding			WKL20791.1	excinuclease ABC subunit UvrC	683	QYR00_03100
CP129667.1	635525	636313	1	minus	SDR family oxidoreductase			protein-coding			WKL20792.1	SDR family oxidoreductase	262	QYR00_03105
CP129667.1	636664	637320	1	plus	porin family protein			protein-coding			WKL20793.1	porin family protein	218	QYR00_03110
CP129667.1	637437	638033	1	minus	glutathione S-transferase			protein-coding			WKL20794.1	glutathione S-transferase	198	QYR00_03115
CP129667.1	638147	638920	1	minus	ribonuclease			protein-coding			WKL20795.1	ribonuclease	257	QYR00_03120
CP129667.1	639129	640076	1	plus	lysylphosphatidylglycerol synthase domain-containing protein			protein-coding			WKL20796.1	lysylphosphatidylglycerol synthase domain-containing protein	315	QYR00_03125
CP129667.1	640082	640945	1	minus	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ			protein-coding			WKL20797.1	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	287	QYR00_03130
CP129667.1	640987	643206	1	plus	molybdopterin oxidoreductase family protein			protein-coding			WKL21583.1	molybdopterin oxidoreductase family protein	739	QYR00_03135
CP129667.1	643265	643888	1	plus	NUDIX domain-containing protein			protein-coding			WKL20798.1	NUDIX domain-containing protein	207	QYR00_03140
CP129667.1	644023	644979	1	plus	peptidoglycan-binding domain-containing protein			protein-coding			WKL20799.1	peptidoglycan-binding domain-containing protein	318	QYR00_03145
CP129667.1	645071	646006	1	minus	omptin family outer membrane protease			protein-coding			WKL20800.1	omptin family outer membrane protease	311	QYR00_03150
CP129667.1	646142	646813	1	minus	phosphoribosylglycinamide formyltransferase	purN		protein-coding			WKL20801.1	phosphoribosylglycinamide formyltransferase	223	QYR00_03155
CP129667.1	646810	647883	1	minus	phosphoribosylformylglycinamidine cyclo-ligase	purM		protein-coding			WKL20802.1	phosphoribosylformylglycinamidine cyclo-ligase	357	QYR00_03160
CP129667.1	648180	649337	1	plus	AI-2E family transporter			protein-coding			WKL20803.1	AI-2E family transporter	385	QYR00_03165
CP129667.1	649340	650068	1	plus	DnaA regulatory inactivator HdaA	hdaA		protein-coding			WKL20804.1	DnaA regulatory inactivator HdaA	242	QYR00_03170
CP129667.1	650122	652368	1	plus	RNA degradosome polyphosphate kinase			protein-coding			WKL21584.1	RNA degradosome polyphosphate kinase	748	QYR00_03175
CP129667.1	652365	653888	1	plus	exopolyphosphatase	ppx		protein-coding			WKL20805.1	exopolyphosphatase	507	QYR00_03180
CP129667.1	653923	654459	1	minus	DapH/DapD/GlmU-related protein			protein-coding			WKL20806.1	DapH/DapD/GlmU-related protein	178	QYR00_03185
CP129667.1	654611	654949	1	minus	hypothetical protein			protein-coding			WKL20807.1	hypothetical protein	112	QYR00_03190
CP129667.1	655121	655468	1	minus	hypothetical protein			protein-coding			WKL20808.1	hypothetical protein	115	QYR00_03195
CP129667.1	655627	656985	1	minus	esterase-like activity of phytase family protein			protein-coding			WKL20809.1	esterase-like activity of phytase family protein	452	QYR00_03200
CP129667.1	657126	658154	1	minus	adenylate/guanylate cyclase domain-containing protein			protein-coding			WKL20810.1	adenylate/guanylate cyclase domain-containing protein	342	QYR00_03205
CP129667.1	658338	658946	1	minus	hypothetical protein			protein-coding			WKL20811.1	hypothetical protein	202	QYR00_03210
CP129667.1	659029	660189	1	minus	ribonuclease D	rnd		protein-coding			WKL20812.1	ribonuclease D	386	QYR00_03215
CP129667.1	660272	661543	1	minus	MFS transporter			protein-coding			WKL20813.1	MFS transporter	423	QYR00_03220
CP129667.1	661736	663523	1	plus	aspartate--tRNA ligase	aspS		protein-coding			WKL20814.1	aspartate--tRNA ligase	595	QYR00_03225
CP129667.1	663525	664001	1	plus	FUSC family protein			protein-coding			WKL20815.1	FUSC family protein	158	QYR00_03230
CP129667.1	664106	666211	1	plus	methyl-accepting chemotaxis protein			protein-coding			WKL20816.1	methyl-accepting chemotaxis protein	701	QYR00_03235
CP129667.1	666419	667900	1	plus	SulP family inorganic anion transporter			protein-coding			WKL20817.1	SulP family inorganic anion transporter	493	QYR00_03240
CP129667.1	667945	669135	1	minus	hypothetical protein			protein-coding			WKL20818.1	hypothetical protein	396	QYR00_03245
CP129667.1	669366	671618	1	plus	DNA topoisomerase IV subunit A	parC		protein-coding			WKL20819.1	DNA topoisomerase IV subunit A	750	QYR00_03250
CP129667.1	671685	672074	1	minus	type II toxin-antitoxin system death-on-curing family toxin			protein-coding			WKL20820.1	type II toxin-antitoxin system death-on-curing family toxin	129	QYR00_03255
CP129667.1	672071	672292	1	minus	AbrB/MazE/SpoVT family DNA-binding domain-containing protein			protein-coding			WKL20821.1	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	73	QYR00_03260
CP129667.1	672361	673134	1	minus	arginyltransferase			protein-coding			WKL20822.1	arginyltransferase	257	QYR00_03265
CP129667.1	673313	673771	1	minus	RDD family protein			protein-coding			WKL20823.1	RDD family protein	152	QYR00_03270
CP129667.1	673882	674895	1	minus	porphobilinogen synthase	hemB		protein-coding			WKL20824.1	porphobilinogen synthase	337	QYR00_03275
CP129667.1	675067	676110	1	plus	serine hydrolase domain-containing protein			protein-coding			WKL20825.1	serine hydrolase domain-containing protein	347	QYR00_03280
CP129667.1	676245	676682	1	plus	DUF6163 family protein			protein-coding			WKL20826.1	DUF6163 family protein	145	QYR00_03285
CP129667.1	676917	677426	1	plus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WKL21585.1	MarR family winged helix-turn-helix transcriptional regulator	169	QYR00_03290
CP129667.1	677802	679133	1	plus	murein L,D-transpeptidase			protein-coding			WKL20827.1	murein L,D-transpeptidase	443	QYR00_03295
CP129667.1	679511	680800	1	plus	serine hydroxymethyltransferase	glyA		protein-coding			WKL20828.1	serine hydroxymethyltransferase	429	QYR00_03300
CP129667.1	680813	681292	1	plus	transcriptional regulator NrdR	nrdR		protein-coding			WKL20829.1	transcriptional regulator NrdR	159	QYR00_03305
CP129667.1	681295	682545	1	plus	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		protein-coding			WKL20830.1	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	416	QYR00_03310
CP129667.1	682545	683156	1	plus	riboflavin synthase			protein-coding			WKL20831.1	riboflavin synthase	203	QYR00_03315
CP129667.1	683374	684006	1	plus	LysE family translocator			protein-coding			WKL20832.1	LysE family translocator	210	QYR00_03320
CP129667.1	684171	684617	1	plus	6,7-dimethyl-8-ribityllumazine synthase	ribH		protein-coding			WKL20833.1	6,7-dimethyl-8-ribityllumazine synthase	148	QYR00_03325
CP129667.1	684622	685119	1	plus	transcription antitermination factor NusB	nusB		protein-coding			WKL20834.1	transcription antitermination factor NusB	165	QYR00_03330
CP129667.1	685141	686364	1	plus	MFS transporter			protein-coding			WKL20835.1	MFS transporter	407	QYR00_03335
CP129667.1	686586	688724	1	plus	sodium-translocating pyrophosphatase			protein-coding			WKL20836.1	sodium-translocating pyrophosphatase	712	QYR00_03340
CP129667.1	688800	689330	1	minus	outer membrane protein assembly factor BamE			protein-coding			WKL20837.1	outer membrane protein assembly factor BamE	176	QYR00_03345
CP129667.1	689601	690140	1	plus	ubiquinol-cytochrome C chaperone family protein			protein-coding			WKL20838.1	ubiquinol-cytochrome C chaperone family protein	179	QYR00_03350
CP129667.1	690149	690712	1	plus	DUF177 domain-containing protein			protein-coding			WKL20839.1	DUF177 domain-containing protein	187	QYR00_03355
CP129667.1	690812	691873	1	plus	phosphate acyltransferase PlsX	plsX		protein-coding			WKL20840.1	phosphate acyltransferase PlsX	353	QYR00_03360
CP129667.1	691878	692849	1	plus	beta-ketoacyl-ACP synthase III			protein-coding			WKL20841.1	beta-ketoacyl-ACP synthase III	323	QYR00_03365
CP129667.1	693093	693431	1	plus	integration host factor subunit alpha			protein-coding			WKL20842.1	integration host factor subunit alpha	112	QYR00_03370
CP129667.1	693704	694237	1	plus	MerR family transcriptional regulator			protein-coding			WKL20843.1	MerR family transcriptional regulator	177	QYR00_03375
CP129667.1	694324	695052	1	plus	nuclease			protein-coding			WKL20844.1	nuclease	242	QYR00_03380
CP129667.1	695191	695276	1	plus	tRNA-Leu			tRNA						QYR00_03385
CP129667.1	695524	698028	1	plus	heavy metal translocating P-type ATPase			protein-coding			WKL20845.1	heavy metal translocating P-type ATPase	834	QYR00_03390
CP129667.1	698041	699063	1	plus	2Fe-2S iron-sulfur cluster-binding protein			protein-coding			WKL20846.1	2Fe-2S iron-sulfur cluster-binding protein	340	QYR00_03395
CP129667.1	699075	699560	1	plus	Cu(I)-responsive transcriptional regulator	cueR		protein-coding			WKL20847.1	Cu(I)-responsive transcriptional regulator	161	QYR00_03400
CP129667.1	699634	700578	1	plus	ABC transporter permease			protein-coding			WKL20848.1	ABC transporter permease	314	QYR00_03405
CP129667.1	700568	701476	1	plus	ABC transporter permease			protein-coding			WKL20849.1	ABC transporter permease	302	QYR00_03410
CP129667.1	701611	702666	1	plus	ABC transporter ATP-binding protein			protein-coding			WKL20850.1	ABC transporter ATP-binding protein	351	QYR00_03415
CP129667.1	702678	703688	1	plus	ABC transporter ATP-binding protein			protein-coding			WKL20851.1	ABC transporter ATP-binding protein	336	QYR00_03420
CP129667.1	703928	705421	1	plus	ABC transporter substrate-binding protein			protein-coding			WKL20852.1	ABC transporter substrate-binding protein	497	QYR00_03425
CP129667.1	705863	706117	1	minus	heavy-metal-associated domain-containing protein			protein-coding			WKL20853.1	heavy-metal-associated domain-containing protein	84	QYR00_03430
CP129667.1	706225	707682	1	minus	TrkH family potassium uptake protein			protein-coding			WKL20854.1	TrkH family potassium uptake protein	485	QYR00_03435
CP129667.1	707763	709037	1	plus	threonine ammonia-lyase	ilvA		protein-coding			WKL20855.1	threonine ammonia-lyase	424	QYR00_03440
CP129667.1	709114	709422	1	plus	HlyU family transcriptional regulator			protein-coding			WKL20856.1	HlyU family transcriptional regulator	102	QYR00_03445
CP129667.1	709542	710807	1	plus	GGDEF domain-containing protein			protein-coding			WKL20857.1	GGDEF domain-containing protein	421	QYR00_03450
CP129667.1	710847	711464	1	minus	FMN-dependent NADH-azoreductase			protein-coding			WKL20858.1	FMN-dependent NADH-azoreductase	205	QYR00_03455
CP129667.1	711614	712582	1	plus	LysR family transcriptional regulator			protein-coding			WKL20859.1	LysR family transcriptional regulator	322	QYR00_03460
CP129667.1	712970	713524	1	plus	DUF2087 domain-containing protein			protein-coding			WKL20860.1	DUF2087 domain-containing protein	184	QYR00_03465
CP129667.1	713714	715702	1	minus	bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase			protein-coding			WKL20861.1	bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	662	QYR00_03470
CP129667.1	715915	716250	1	minus	PilZ domain-containing protein			protein-coding			WKL20862.1	PilZ domain-containing protein	111	QYR00_03475
CP129667.1	716349	716816	1	minus	DUF1203 domain-containing protein			protein-coding			WKL20863.1	DUF1203 domain-containing protein	155	QYR00_03480
CP129667.1	716980	717864	1	plus	DUF4344 domain-containing metallopeptidase			protein-coding			WKL20864.1	DUF4344 domain-containing metallopeptidase	294	QYR00_03485
CP129667.1	717919	718563	1	plus	uncharacterized gene			pseudogene						QYR00_03490
CP129667.1	718809	720230	1	minus	3-mercaptopyruvate sulfurtransferase	sseA		protein-coding			WKL20865.1	3-mercaptopyruvate sulfurtransferase	473	QYR00_03495
CP129667.1	720247	720984	1	minus	alanyl-tRNA editing protein			protein-coding			WKL20866.1	alanyl-tRNA editing protein	245	QYR00_03500
CP129667.1	720997	722034	1	minus	cysteine synthase A			protein-coding			WKL20867.1	cysteine synthase A	345	QYR00_03505
CP129667.1	722157	723596	1	minus	deoxyribodipyrimidine photo-lyase			protein-coding			WKL20868.1	deoxyribodipyrimidine photo-lyase	479	QYR00_03510
CP129667.1	723785	724066	1	plus	DUF982 domain-containing protein			protein-coding			WKL21586.1	DUF982 domain-containing protein	93	QYR00_03515
CP129667.1	724200	724757	1	plus	methylated-DNA--[protein]-cysteine S-methyltransferase			protein-coding			WKL21587.1	methylated-DNA--[protein]-cysteine S-methyltransferase	185	QYR00_03520
CP129667.1	724871	725314	1	plus	TIGR02594 family protein			protein-coding			WKL20869.1	TIGR02594 family protein	147	QYR00_03525
CP129667.1	725383	725622	1	minus	hypothetical protein			protein-coding			WKL20870.1	hypothetical protein	79	QYR00_03530
CP129667.1	725791	726186	1	plus	DUF2934 domain-containing protein			protein-coding			WKL21588.1	DUF2934 domain-containing protein	131	QYR00_03535
CP129667.1	726287	726361	1	minus	tRNA-Asn			tRNA						QYR00_03540
CP129667.1	726538	726816	1	plus	hypothetical protein			protein-coding			WKL20871.1	hypothetical protein	92	QYR00_03545
CP129667.1	726820	727464	1	minus	exopolysaccharide biosynthesis protein			protein-coding			WKL20872.1	exopolysaccharide biosynthesis protein	214	QYR00_03550
CP129667.1	727991	728578	1	plus	YqaA family protein			protein-coding			WKL20873.1	YqaA family protein	195	QYR00_03555
CP129667.1	728717	729265	1	plus	dual specificity protein phosphatase family protein			protein-coding			WKL20874.1	dual specificity protein phosphatase family protein	182	QYR00_03560
CP129667.1	729488	729691	1	minus	hypothetical protein			protein-coding			WKL20875.1	hypothetical protein	67	QYR00_03565
CP129667.1	729905	730165	1	minus	hypothetical protein			protein-coding			WKL20876.1	hypothetical protein	86	QYR00_03570
CP129667.1	730305	730381	1	minus	tRNA-Pro			tRNA						QYR00_03575
CP129667.1	730609	731148	1	plus	DUF1269 domain-containing protein			protein-coding			WKL20877.1	DUF1269 domain-containing protein	179	QYR00_03580
CP129667.1	731224	731871	1	minus	hypothetical protein			protein-coding			WKL21589.1	hypothetical protein	215	QYR00_03585
CP129667.1	732049	732198	1	minus	hypothetical protein			protein-coding			WKL20878.1	hypothetical protein	49	QYR00_03590
CP129667.1	732276	733517	1	minus	polysaccharide biosynthesis O-antigen ligase family protein UppF	uppF		protein-coding			WKL20879.1	polysaccharide biosynthesis O-antigen ligase family protein UppF	413	QYR00_03595
CP129667.1	733514	735067	1	minus	polysaccharide biosynthesis glycosyltransferase UppE	uppE		protein-coding			WKL20880.1	polysaccharide biosynthesis glycosyltransferase UppE	517	QYR00_03600
CP129667.1	735291	736433	1	minus	polysaccharide biosynthesis type 4 glycosyltransferase UppD	uppD		protein-coding			WKL20881.1	polysaccharide biosynthesis type 4 glycosyltransferase UppD	380	QYR00_03605
CP129667.1	736451	737023	1	minus	polysaccharide export protein UppC	uppC		protein-coding			WKL20882.1	polysaccharide export protein UppC	190	QYR00_03610
