Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	1766636	1767154		minus	ClpXP protease specificity-enhancing factor			protein-coding			WP_302092195.1	ClpXP protease specificity-enhancing factor	172	QYQ99_RS08120
NZ_CP129672.1	1767254	1767865		minus	glutathione S-transferase N-terminal domain-containing protein			protein-coding			WP_003058564.1	glutathione S-transferase N-terminal domain-containing protein	203	QYQ99_RS08125
NZ_CP129672.1	1767966	1768721		minus	cytochrome c1			protein-coding			WP_003062174.1	cytochrome c1	251	QYQ99_RS08130
NZ_CP129672.1	1768739	1770154		minus	cytochrome b			protein-coding			WP_302092196.1	cytochrome b	471	QYQ99_RS08135
NZ_CP129672.1	1770169	1770771		minus	ubiquinol-cytochrome c reductase iron-sulfur subunit	petA		protein-coding			WP_302092197.1	ubiquinol-cytochrome c reductase iron-sulfur subunit	200	QYQ99_RS08140
NZ_CP129672.1	1770770	1770946		plus	hypothetical protein			protein-coding			WP_167006308.1	hypothetical protein	58	QYQ99_RS08145
NZ_CP129672.1	1770921	1771355		plus	large conductance mechanosensitive channel protein MscL	mscL		protein-coding			WP_302092198.1	large conductance mechanosensitive channel protein MscL	144	QYQ99_RS08150
NZ_CP129672.1	1771482	1772540		minus	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA		protein-coding			WP_302093137.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	352	QYQ99_RS08155
NZ_CP129672.1	1772622	1773374		minus	Nif3-like dinuclear metal center hexameric protein			protein-coding			WP_302092199.1	Nif3-like dinuclear metal center hexameric protein	250	QYQ99_RS08160
NZ_CP129672.1	1773477	1774802		minus	MFS transporter			protein-coding			WP_302092200.1	MFS transporter	441	QYQ99_RS08165
NZ_CP129672.1	1775167	1776327		plus	trypsin-like peptidase domain-containing protein			protein-coding			WP_034364461.1	trypsin-like peptidase domain-containing protein	386	QYQ99_RS08170
NZ_CP129672.1	1776537	1777349		minus	twin-arginine translocase subunit TatC	tatC		protein-coding			WP_302092201.1	twin-arginine translocase subunit TatC	270	QYQ99_RS08175
NZ_CP129672.1	1777506	1778027		minus	Sec-independent protein translocase protein TatB	tatB		protein-coding			WP_302092202.1	Sec-independent protein translocase protein TatB	173	QYQ99_RS08180
NZ_CP129672.1	1778050	1778286		minus	Sec-independent protein translocase subunit TatA	tatA		protein-coding			WP_302092203.1	Sec-independent protein translocase subunit TatA	78	QYQ99_RS08185
NZ_CP129672.1	1778407	1778775		minus	histidine triad nucleotide-binding protein			protein-coding			WP_149354967.1	histidine triad nucleotide-binding protein	122	QYQ99_RS08190
NZ_CP129672.1	1778874	1779917		minus	patatin-like phospholipase family protein			protein-coding			WP_302092204.1	patatin-like phospholipase family protein	347	QYQ99_RS08195
NZ_CP129672.1	1780187	1780585		minus	DUF4870 family protein			protein-coding			WP_302092205.1	DUF4870 family protein	132	QYQ99_RS08200
NZ_CP129672.1	1780601	1780999		minus	phosphoribosyl-ATP diphosphatase			protein-coding			WP_034364449.1	phosphoribosyl-ATP diphosphatase	132	QYQ99_RS08205
NZ_CP129672.1	1781004	1781393		minus	phosphoribosyl-AMP cyclohydrolase	hisI		protein-coding			WP_003058605.1	phosphoribosyl-AMP cyclohydrolase	129	QYQ99_RS08210
NZ_CP129672.1	1781503	1782303		minus	imidazole glycerol phosphate synthase subunit HisF	hisF		protein-coding			WP_003058607.1	imidazole glycerol phosphate synthase subunit HisF	266	QYQ99_RS08215
NZ_CP129672.1	1783091	1784425		plus	phosphoglucosamine mutase	glmM		protein-coding			WP_302093138.1	phosphoglucosamine mutase	444	QYQ99_RS08220
NZ_CP129672.1	1784588	1785769		plus	non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase	wecB		protein-coding			WP_302092206.1	non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase	393	QYQ99_RS08225
NZ_CP129672.1	1785756	1787978		plus	cyclic di-3',5'-guanylate-activated glycosyltransferase NfrB	nfrB		protein-coding			WP_302092207.1	cyclic di-3',5'-guanylate-activated glycosyltransferase NfrB	740	QYQ99_RS08230
NZ_CP129672.1	1787989	1790739		plus	NfrA family protein			protein-coding			WP_302092208.1	NfrA family protein	916	QYQ99_RS08235
NZ_CP129672.1	1790842	1791159		plus	hypothetical protein			protein-coding			WP_302092209.1	hypothetical protein	105	QYQ99_RS08240
NZ_CP129672.1	1791198	1792832		plus	DUF2334 domain-containing protein			protein-coding			WP_302092210.1	DUF2334 domain-containing protein	544	QYQ99_RS08245
NZ_CP129672.1	1792880	1793749		plus	hypothetical protein			protein-coding			WP_302092211.1	hypothetical protein	289	QYQ99_RS08250
NZ_CP129672.1	1793883	1794749		minus	D-hexose-6-phosphate mutarotase			protein-coding			WP_302092212.1	D-hexose-6-phosphate mutarotase	288	QYQ99_RS08255
NZ_CP129672.1	1794742	1795485		minus	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA		protein-coding			WP_302092213.1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	247	QYQ99_RS08260
NZ_CP129672.1	1795702	1796370		minus	imidazole glycerol phosphate synthase subunit HisH	hisH		protein-coding			WP_302092214.1	imidazole glycerol phosphate synthase subunit HisH	222	QYQ99_RS08265
NZ_CP129672.1	1796452	1797075		minus	imidazoleglycerol-phosphate dehydratase HisB	hisB		protein-coding			WP_003058637.1	imidazoleglycerol-phosphate dehydratase HisB	207	QYQ99_RS08270
NZ_CP129672.1	1797072	1798190		minus	histidinol-phosphate transaminase	hisC		protein-coding			WP_302092215.1	histidinol-phosphate transaminase	372	QYQ99_RS08275
NZ_CP129672.1	1798260	1798691		minus	PIN domain-containing protein			protein-coding			WP_302092216.1	PIN domain-containing protein	143	QYQ99_RS08280
NZ_CP129672.1	1798697	1798969		minus	hypothetical protein			protein-coding			WP_256496887.1	hypothetical protein	90	QYQ99_RS08285
NZ_CP129672.1	1799022	1800458		minus	PLP-dependent aminotransferase family protein			protein-coding			WP_302092217.1	PLP-dependent aminotransferase family protein	478	QYQ99_RS08290
NZ_CP129672.1	1800611	1800925		plus	DUF2917 domain-containing protein			protein-coding			WP_302092218.1	DUF2917 domain-containing protein	104	QYQ99_RS08295
NZ_CP129672.1	1800983	1801834		minus	hypothetical protein			protein-coding			WP_302092219.1	hypothetical protein	283	QYQ99_RS08300
NZ_CP129672.1	1802033	1803349		minus	histidinol dehydrogenase	hisD		protein-coding			WP_302092220.1	histidinol dehydrogenase	438	QYQ99_RS08305
NZ_CP129672.1	1803371	1804033		minus	ATP phosphoribosyltransferase	hisG		protein-coding			WP_034364421.1	ATP phosphoribosyltransferase	220	QYQ99_RS08310
NZ_CP129672.1	1804030	1805301		minus	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		protein-coding			WP_302092221.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	423	QYQ99_RS08315
NZ_CP129672.1	1805395	1805637		minus	BolA family protein			protein-coding			WP_003062090.1	BolA family protein	80	QYQ99_RS08320
NZ_CP129672.1	1805710	1806465		minus	ABC transporter permease			protein-coding			WP_003058656.1	ABC transporter permease	251	QYQ99_RS08325
NZ_CP129672.1	1806462	1807397		minus	ABC transporter ATP-binding protein			protein-coding			WP_302092222.1	ABC transporter ATP-binding protein	311	QYQ99_RS08330
NZ_CP129672.1	1807472	1807798		minus	STAS domain-containing protein			protein-coding			WP_302092223.1	STAS domain-containing protein	108	QYQ99_RS08335
NZ_CP129672.1	1807818	1808450		minus	MlaC/ttg2D family ABC transporter substrate-binding protein			protein-coding			WP_302092224.1	MlaC/ttg2D family ABC transporter substrate-binding protein	210	QYQ99_RS08340
NZ_CP129672.1	1808531	1809328		minus	MlaA family lipoprotein			protein-coding			WP_302092225.1	MlaA family lipoprotein	265	QYQ99_RS08345
NZ_CP129672.1	1809325	1809825		minus	outer membrane lipid asymmetry maintenance protein MlaD	mlaD		protein-coding			WP_302092226.1	outer membrane lipid asymmetry maintenance protein MlaD	166	QYQ99_RS08350
NZ_CP129672.1	1809855	1810631		minus	lipid asymmetry maintenance ABC transporter permease subunit MlaE	mlaE		protein-coding			WP_302092227.1	lipid asymmetry maintenance ABC transporter permease subunit MlaE	258	QYQ99_RS08355
NZ_CP129672.1	1810628	1811440		minus	ABC transporter ATP-binding protein			protein-coding			WP_302092228.1	ABC transporter ATP-binding protein	270	QYQ99_RS08360
NZ_CP129672.1	1811662	1812438		minus	amino acid ABC transporter ATP-binding protein			protein-coding			WP_409813814.1	amino acid ABC transporter ATP-binding protein	258	QYQ99_RS08365
NZ_CP129672.1	1812419	1813072		minus	amino acid ABC transporter permease			protein-coding			WP_302092229.1	amino acid ABC transporter permease	217	QYQ99_RS08370
NZ_CP129672.1	1813216	1814025		minus	amino acid ABC transporter substrate-binding protein			protein-coding			WP_302092230.1	amino acid ABC transporter substrate-binding protein	269	QYQ99_RS08375
NZ_CP129672.1	1814295	1814744		plus	DUF3293 domain-containing protein			protein-coding			WP_302092231.1	DUF3293 domain-containing protein	149	QYQ99_RS08380
NZ_CP129672.1	1814890	1816365		minus	glutamate synthase subunit beta			protein-coding			WP_302092232.1	glutamate synthase subunit beta	491	QYQ99_RS08385
NZ_CP129672.1	1816439	1821175		minus	glutamate synthase-related protein			protein-coding			WP_302092233.1	glutamate synthase-related protein	1578	QYQ99_RS08390
NZ_CP129672.1	1821358	1822065		minus	transposase			protein-coding			WP_003062049.1	transposase	235	QYQ99_RS08395
NZ_CP129672.1	1822155	1822991		minus	IclR family transcriptional regulator			protein-coding			WP_302092234.1	IclR family transcriptional regulator	278	QYQ99_RS08400
NZ_CP129672.1	1823095	1823796		plus	3-oxoacid CoA-transferase subunit A			protein-coding			WP_302092235.1	3-oxoacid CoA-transferase subunit A	233	QYQ99_RS08405
NZ_CP129672.1	1823828	1824469		plus	3-oxoacid CoA-transferase subunit B			protein-coding			WP_003074107.1	3-oxoacid CoA-transferase subunit B	213	QYQ99_RS08410
NZ_CP129672.1	1824526	1825737		plus	3-oxoadipyl-CoA thiolase	pcaF		protein-coding			WP_302092236.1	3-oxoadipyl-CoA thiolase	403	QYQ99_RS08415
NZ_CP129672.1	1825905	1826900		plus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302092237.1	Bug family tripartite tricarboxylate transporter substrate binding protein	331	QYQ99_RS08420
NZ_CP129672.1	1827108	1827905		plus	3-oxoadipate enol-lactonase	pcaD		protein-coding			WP_302092238.1	3-oxoadipate enol-lactonase	265	QYQ99_RS08425
NZ_CP129672.1	1827974	1829035		plus	cyclase family protein			protein-coding			WP_302092239.1	cyclase family protein	353	QYQ99_RS08430
NZ_CP129672.1	1829055	1829363		plus	YciI family protein			protein-coding			WP_302092240.1	YciI family protein	102	QYQ99_RS08435
NZ_CP129672.1	1829415	1830152		plus	SDR family oxidoreductase			protein-coding			WP_302092241.1	SDR family oxidoreductase	245	QYQ99_RS08440
NZ_CP129672.1	1830359	1831696		plus	short-chain fatty acid transporter			protein-coding			WP_302092242.1	short-chain fatty acid transporter	445	QYQ99_RS08445
NZ_CP129672.1	1831754	1832038		plus	muconolactone Delta-isomerase	catC		protein-coding			WP_302092243.1	muconolactone Delta-isomerase	94	QYQ99_RS08450
NZ_CP129672.1	1832253	1833098		minus	SIS domain-containing protein			protein-coding			WP_003058703.1	SIS domain-containing protein	281	QYQ99_RS08455
NZ_CP129672.1	1833343	1834308		plus	transaldolase	tal		protein-coding			WP_302092244.1	transaldolase	321	QYQ99_RS08460
NZ_CP129672.1	1834324	1835925		plus	glucose-6-phosphate isomerase	pgi		protein-coding			WP_302092245.1	glucose-6-phosphate isomerase	533	QYQ99_RS08465
NZ_CP129672.1	1835971	1836876		minus	class I SAM-dependent methyltransferase			protein-coding			WP_302092246.1	class I SAM-dependent methyltransferase	301	QYQ99_RS08470
NZ_CP129672.1	1836876	1837493		minus	DUF1415 domain-containing protein			protein-coding			WP_302092247.1	DUF1415 domain-containing protein	205	QYQ99_RS08475
NZ_CP129672.1	1837649	1838827		minus	deoxyguanosinetriphosphate triphosphohydrolase			protein-coding			WP_302092248.1	deoxyguanosinetriphosphate triphosphohydrolase	392	QYQ99_RS08480
NZ_CP129672.1	1838912	1840009		minus	3-dehydroquinate synthase	aroB		protein-coding			WP_302092249.1	3-dehydroquinate synthase	365	QYQ99_RS08485
NZ_CP129672.1	1840074	1840610		minus	shikimate kinase			protein-coding			WP_302093140.1	shikimate kinase	178	QYQ99_RS08490
NZ_CP129672.1	1840725	1842836		minus	type IV pilus secretin PilQ	pilQ		protein-coding			WP_302092250.1	type IV pilus secretin PilQ	703	QYQ99_RS08495
NZ_CP129672.1	1842833	1843384		minus	pilus assembly protein PilP			protein-coding			WP_302092251.1	pilus assembly protein PilP	183	QYQ99_RS08500
NZ_CP129672.1	1843381	1844055		minus	type 4a pilus biogenesis protein PilO			protein-coding			WP_302092252.1	type 4a pilus biogenesis protein PilO	224	QYQ99_RS08505
NZ_CP129672.1	1844055	1844666		minus	PilN domain-containing protein			protein-coding			WP_302092253.1	PilN domain-containing protein	203	QYQ99_RS08510
NZ_CP129672.1	1844663	1845745		minus	pilus assembly protein PilM			protein-coding			WP_302092254.1	pilus assembly protein PilM	360	QYQ99_RS08515
NZ_CP129672.1	1846095	1848425		plus	penicillin-binding protein 1A			protein-coding			WP_302092255.1	penicillin-binding protein 1A	776	QYQ99_RS08520
NZ_CP129672.1	1848493	1848834		minus	iron donor protein CyaY	cyaY		protein-coding			WP_003061987.1	iron donor protein CyaY	113	QYQ99_RS08525
NZ_CP129672.1	1848847	1849095		plus	LPS translocon maturation chaperone LptM	lptM		protein-coding			WP_302092256.1	LPS translocon maturation chaperone LptM	82	QYQ99_RS08530
NZ_CP129672.1	1849170	1849997		plus	MBL fold metallo-hydrolase			protein-coding			WP_302092257.1	MBL fold metallo-hydrolase	275	QYQ99_RS08535
NZ_CP129672.1	1849961	1850593		minus	sulfite oxidase heme-binding subunit YedZ			protein-coding			WP_302092258.1	sulfite oxidase heme-binding subunit YedZ	210	QYQ99_RS08540
NZ_CP129672.1	1850593	1851585		minus	protein-methionine-sulfoxide reductase catalytic subunit MsrP	msrP		protein-coding			WP_302092259.1	protein-methionine-sulfoxide reductase catalytic subunit MsrP	330	QYQ99_RS08545
NZ_CP129672.1	1851780	1853114		minus	c-type cytochrome biogenesis protein CcsB	ccsB		protein-coding			WP_302092260.1	c-type cytochrome biogenesis protein CcsB	444	QYQ99_RS08550
NZ_CP129672.1	1853111	1855291		minus	cytochrome c biogenesis protein ResB			protein-coding			WP_302092261.1	cytochrome c biogenesis protein ResB	726	QYQ99_RS08555
NZ_CP129672.1	1855422	1856045		minus	c-type cytochrome			protein-coding			WP_003058744.1	c-type cytochrome	207	QYQ99_RS08560
NZ_CP129672.1	1856123	1856893		plus	ribosome biogenesis GTP-binding protein YihA/YsxC	yihA		protein-coding			WP_042437473.1	ribosome biogenesis GTP-binding protein YihA/YsxC	256	QYQ99_RS08565
NZ_CP129672.1	1856938	1857855		plus	alpha/beta fold hydrolase			protein-coding			WP_302092262.1	alpha/beta fold hydrolase	305	QYQ99_RS08570
NZ_CP129672.1	1857908	1858789		minus	lysophospholipid acyltransferase family protein			protein-coding			WP_302092263.1	lysophospholipid acyltransferase family protein	293	QYQ99_RS08575
NZ_CP129672.1	1858786	1859637		minus	lysophospholipid acyltransferase family protein			protein-coding			WP_302092264.1	lysophospholipid acyltransferase family protein	283	QYQ99_RS08580
NZ_CP129672.1	1859764	1860951		plus	methionine adenosyltransferase	metK		protein-coding			WP_302092265.1	methionine adenosyltransferase	395	QYQ99_RS08585
NZ_CP129672.1	1861146	1861307		plus	DUF1328 domain-containing protein			protein-coding			WP_302092266.1	DUF1328 domain-containing protein	53	QYQ99_RS08590
NZ_CP129672.1	1861394	1862077		minus	NUDIX hydrolase			protein-coding			WP_302092267.1	NUDIX hydrolase	227	QYQ99_RS08595
NZ_CP129672.1	1862199	1863047		plus	cysteine hydrolase			protein-coding			WP_302092268.1	cysteine hydrolase	282	QYQ99_RS08600
NZ_CP129672.1	1863202	1864407		plus	nicotinate phosphoribosyltransferase	pncB		protein-coding			WP_302092269.1	nicotinate phosphoribosyltransferase	401	QYQ99_RS08605
NZ_CP129672.1	1864424	1866127		plus	NAD+ synthase			protein-coding			WP_302092270.1	NAD+ synthase	567	QYQ99_RS08610
NZ_CP129672.1	1866336	1867496		plus	bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase			protein-coding			WP_302092271.1	bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase	386	QYQ99_RS08615
NZ_CP129672.1	1867563	1868057		plus	GNAT family N-acetyltransferase			protein-coding			WP_302092272.1	GNAT family N-acetyltransferase	164	QYQ99_RS08620
NZ_CP129672.1	1868246	1868584		plus	H-NS histone family protein			protein-coding			WP_003058775.1	H-NS histone family protein	112	QYQ99_RS08625
NZ_CP129672.1	1868597	1871239		minus	chemotaxis protein CheW			protein-coding			WP_302092273.1	chemotaxis protein CheW	880	QYQ99_RS08630
NZ_CP129672.1	1871485	1871775		plus	co-chaperone GroES	groES		protein-coding			WP_003058782.1	co-chaperone GroES	96	QYQ99_RS08635
NZ_CP129672.1	1871868	1873511		plus	chaperonin GroEL	groL		protein-coding			WP_302092274.1	chaperonin GroEL	547	QYQ99_RS08640
NZ_CP129672.1	1873674	1874843		minus	porin			protein-coding			WP_302092275.1	porin	389	QYQ99_RS08645
NZ_CP129672.1	1875073	1876128		minus	porin			protein-coding			WP_099738791.1	porin	351	QYQ99_RS08650
NZ_CP129672.1	1876459	1877076		plus	2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase	coq7		protein-coding			WP_302092276.1	2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase	205	QYQ99_RS08655
NZ_CP129672.1	1877136	1877588		minus	OsmC family protein			protein-coding			WP_302092277.1	OsmC family protein	150	QYQ99_RS08660
NZ_CP129672.1	1877972	1879525		plus	threonine ammonia-lyase, biosynthetic	ilvA		protein-coding			WP_302092278.1	threonine ammonia-lyase, biosynthetic	517	QYQ99_RS08665
NZ_CP129672.1	1879632	1880465		plus	adenosylcobinamide-GDP ribazoletransferase			protein-coding			WP_302092279.1	adenosylcobinamide-GDP ribazoletransferase	277	QYQ99_RS08670
NZ_CP129672.1	1880462	1881025		plus	histidine phosphatase family protein			protein-coding			WP_302092280.1	histidine phosphatase family protein	187	QYQ99_RS08675
NZ_CP129672.1	1881018	1881488		minus	general secretion pathway protein C			protein-coding			WP_302092281.1	general secretion pathway protein C	156	QYQ99_RS08680
NZ_CP129672.1	1881559	1881987		plus	type II secretion system major pseudopilin GspG	gspG		protein-coding			WP_302092282.1	type II secretion system major pseudopilin GspG	142	QYQ99_RS08685
NZ_CP129672.1	1882156	1882596		plus	prepilin-type N-terminal cleavage/methylation domain-containing protein			protein-coding			WP_302092283.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	146	QYQ99_RS08690
NZ_CP129672.1	1882593	1882958		plus	type II secretion system minor pseudopilin GspI	gspI		protein-coding			WP_034357356.1	type II secretion system minor pseudopilin GspI	121	QYQ99_RS08695
NZ_CP129672.1	1882962	1883654		plus	PulJ/GspJ family protein			protein-coding			WP_302092284.1	PulJ/GspJ family protein	230	QYQ99_RS08700
NZ_CP129672.1	1883651	1884721		plus	type II secretion system minor pseudopilin GspK	gspK		protein-coding			WP_302092285.1	type II secretion system minor pseudopilin GspK	356	QYQ99_RS08705
NZ_CP129672.1	1884767	1885993		plus	type II secretion system protein GspL	gspL		protein-coding			WP_302092286.1	type II secretion system protein GspL	408	QYQ99_RS08710
NZ_CP129672.1	1885990	1886532		plus	type II secretion system protein GspM	gspM		protein-coding			WP_302092287.1	type II secretion system protein GspM	180	QYQ99_RS08715
NZ_CP129672.1	1886542	1887372		plus	type II secretion system protein N	gspN		protein-coding			WP_302092288.1	type II secretion system protein N	276	QYQ99_RS08720
NZ_CP129672.1	1887376	1889754		plus	type II secretion system secretin GspD	gspD		protein-coding			WP_302092289.1	type II secretion system secretin GspD	792	QYQ99_RS08725
NZ_CP129672.1	1889768	1891129		plus	GspE/PulE family protein			protein-coding			WP_302092290.1	GspE/PulE family protein	453	QYQ99_RS08730
NZ_CP129672.1	1891280	1891564		plus	hypothetical protein			protein-coding			WP_302092291.1	hypothetical protein	94	QYQ99_RS08735
NZ_CP129672.1	1891611	1892615		plus	LLM class flavin-dependent oxidoreductase			protein-coding			WP_302092292.1	LLM class flavin-dependent oxidoreductase	334	QYQ99_RS08740
NZ_CP129672.1	1892743	1893432		plus	helix-turn-helix transcriptional regulator			protein-coding			WP_302092293.1	helix-turn-helix transcriptional regulator	229	QYQ99_RS08745
NZ_CP129672.1	1893526	1894182		plus	glutathione S-transferase family protein			protein-coding			WP_302092294.1	glutathione S-transferase family protein	218	QYQ99_RS08750
NZ_CP129672.1	1894254	1895003		minus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_302092295.1	SDR family NAD(P)-dependent oxidoreductase	249	QYQ99_RS08755
NZ_CP129672.1	1895179	1896402		plus	type II secretion system inner membrane protein GspF	gspF		protein-coding			WP_302092296.1	type II secretion system inner membrane protein GspF	407	QYQ99_RS08760
NZ_CP129672.1	1896534	1897736		plus	ammonium transporter			protein-coding			WP_302092297.1	ammonium transporter	400	QYQ99_RS08765
NZ_CP129672.1	1897798	1898307		plus	uncharacterized gene			pseudogene						QYQ99_RS08770
NZ_CP129672.1	1898613	1899740		plus	site-specific integrase			protein-coding			WP_280007603.1	site-specific integrase	375	QYQ99_RS08775
NZ_CP129672.1	1899753	1901807		plus	hypothetical protein			protein-coding			WP_280007604.1	hypothetical protein	684	QYQ99_RS08780
NZ_CP129672.1	1901828	1904092		plus	hypothetical protein			protein-coding			WP_280007606.1	hypothetical protein	754	QYQ99_RS08785
NZ_CP129672.1	1904089	1904619		plus	hypothetical protein			protein-coding			WP_280007607.1	hypothetical protein	176	QYQ99_RS08790
NZ_CP129672.1	1904643	1905575		plus	5'-nucleotidase			protein-coding			WP_280007608.1	5'-nucleotidase	310	QYQ99_RS08795
NZ_CP129672.1	1905662	1906894		minus	RES family NAD+ phosphorylase			protein-coding			WP_280007609.1	RES family NAD+ phosphorylase	410	QYQ99_RS08800
NZ_CP129672.1	1907371	1907700		plus	PadR family transcriptional regulator			protein-coding			WP_280007610.1	PadR family transcriptional regulator	109	QYQ99_RS08805
NZ_CP129672.1	1907697	1908926		plus	chromate efflux transporter	chrA		protein-coding			WP_280032001.1	chromate efflux transporter	409	QYQ99_RS08810
NZ_CP129672.1	1909245	1910558		minus	RES domain-containing protein			protein-coding			WP_280008335.1	RES domain-containing protein	437	QYQ99_RS08815
NZ_CP129672.1	1910710	1912044		plus	hypothetical protein			protein-coding			WP_280008336.1	hypothetical protein	444	QYQ99_RS08820
NZ_CP129672.1	1912195	1913763		plus	ATP-dependent nuclease			protein-coding			WP_280008337.1	ATP-dependent nuclease	522	QYQ99_RS08825
NZ_CP129672.1	1913748	1914779		plus	DNA helicase UvrD			protein-coding			WP_280008338.1	DNA helicase UvrD	343	QYQ99_RS08830
NZ_CP129672.1	1914839	1915309		minus	hypothetical protein			protein-coding			WP_302092298.1	hypothetical protein	156	QYQ99_RS08835
NZ_CP129672.1	1915694	1916023		plus	hypothetical protein			protein-coding			WP_302092299.1	hypothetical protein	109	QYQ99_RS08840
NZ_CP129672.1	1916020	1917285		plus	type II toxin-antitoxin system HipA family toxin			protein-coding			WP_302092300.1	type II toxin-antitoxin system HipA family toxin	421	QYQ99_RS08845
NZ_CP129672.1	1917772	1920096		minus	heavy metal translocating P-type ATPase			protein-coding			WP_302092301.1	heavy metal translocating P-type ATPase	774	QYQ99_RS08850
NZ_CP129672.1	1920100	1920351		minus	DUF2933 domain-containing protein			protein-coding			WP_302092302.1	DUF2933 domain-containing protein	83	QYQ99_RS08855
NZ_CP129672.1	1920483	1920626		minus	hypothetical protein			protein-coding			WP_302092303.1	hypothetical protein	47	QYQ99_RS08860
NZ_CP129672.1	1921022	1921948		minus	copper homeostasis membrane protein CopD	copD		protein-coding			WP_302092304.1	copper homeostasis membrane protein CopD	308	QYQ99_RS08870
NZ_CP129672.1	1921953	1922339		minus	copper homeostasis periplasmic binding protein CopC	copC		protein-coding			WP_302092305.1	copper homeostasis periplasmic binding protein CopC	128	QYQ99_RS08875
NZ_CP129672.1	1922579	1923559		minus	copper resistance protein B			protein-coding			WP_302092306.1	copper resistance protein B	326	QYQ99_RS08880
NZ_CP129672.1	1923585	1925549		minus	copper resistance system multicopper oxidase			protein-coding			WP_302092307.1	copper resistance system multicopper oxidase	654	QYQ99_RS08885
NZ_CP129672.1	1925957	1926640		plus	heavy metal response regulator transcription factor			protein-coding			WP_302092308.1	heavy metal response regulator transcription factor	227	QYQ99_RS08890
NZ_CP129672.1	1926641	1928044		plus	heavy metal sensor histidine kinase			protein-coding			WP_302092309.1	heavy metal sensor histidine kinase	467	QYQ99_RS08895
NZ_CP129672.1	1928072	1928359		minus	heavy-metal-associated domain-containing protein			protein-coding			WP_367882845.1	heavy-metal-associated domain-containing protein	95	QYQ99_RS08900
NZ_CP129672.1	1928639	1928983		plus	DUF4148 domain-containing protein			protein-coding			WP_302092310.1	DUF4148 domain-containing protein	114	QYQ99_RS08905
NZ_CP129672.1	1929588	1930130		minus	HAD domain-containing protein			protein-coding			WP_302092311.1	HAD domain-containing protein	180	QYQ99_RS08910
NZ_CP129672.1	1930380	1930715		minus	hypothetical protein			protein-coding			WP_302092312.1	hypothetical protein	111	QYQ99_RS08915
NZ_CP129672.1	1930778	1931203		minus	hypothetical protein			protein-coding			WP_280008351.1	hypothetical protein	141	QYQ99_RS08920
NZ_CP129672.1	1931595	1931750		plus	helix-turn-helix domain-containing protein			protein-coding			WP_302092313.1	helix-turn-helix domain-containing protein	51	QYQ99_RS08925
NZ_CP129672.1	1931940	1932347		plus	uncharacterized gene			pseudogene						QYQ99_RS08930
NZ_CP129672.1	1932419	1932886		plus	EF-hand domain-containing protein			protein-coding			WP_302092314.1	EF-hand domain-containing protein	155	QYQ99_RS08935
NZ_CP129672.1	1932953	1933390		minus	hypothetical protein			protein-coding			WP_302092315.1	hypothetical protein	145	QYQ99_RS08940
NZ_CP129672.1	1933596	1934087		minus	DUF1854 domain-containing protein			protein-coding			WP_302092316.1	DUF1854 domain-containing protein	163	QYQ99_RS08945
NZ_CP129672.1	1934084	1936381		minus	ABC transporter ATP-binding protein			protein-coding			WP_302092317.1	ABC transporter ATP-binding protein	765	QYQ99_RS08950
NZ_CP129672.1	1936607	1938787		plus	cyanophycin synthetase	cphA		protein-coding			WP_302092318.1	cyanophycin synthetase	726	QYQ99_RS08955
NZ_CP129672.1	1938883	1941453		plus	cyanophycin synthetase	cphA		protein-coding			WP_302092319.1	cyanophycin synthetase	856	QYQ99_RS08960
NZ_CP129672.1	1941760	1942134		plus	DUF2946 family protein			protein-coding			WP_302093142.1	DUF2946 family protein	124	QYQ99_RS08965
NZ_CP129672.1	1942219	1944525		plus	TonB-dependent receptor			protein-coding			WP_302092320.1	TonB-dependent receptor	768	QYQ99_RS08970
NZ_CP129672.1	1944537	1945736		minus	MFS transporter			protein-coding			WP_302092321.1	MFS transporter	399	QYQ99_RS08975
NZ_CP129672.1	1946011	1946511		plus	CreA family protein			protein-coding			WP_302092322.1	CreA family protein	166	QYQ99_RS08980
NZ_CP129672.1	1946582	1946803		minus	hypothetical protein			protein-coding			WP_003058848.1	hypothetical protein	73	QYQ99_RS08985
